Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
BA 1;8038473;CARTIER BLANC AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8039429;CUBIC BLACK AC 31X91*;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8038476;CUBIC WHITE AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8038475;MAR AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8044802;FORMA BRANCO AC 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8044803;FORMA BRANCO BR 33,5X45;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8069345;BUILD DECOR EIGHT FACES AC 32,5X59;FP;m2;MONOPOROSA;8069346;FP;[];Nao
BA 1;8045054;FORMA BRANCO AC 32,5x59;LB;m2;MONOPOROSA;8039580;LB;[];Nao
BA 1;8045055;FORMA BRANCO BR 32,5X59;LB;m2;MONOPOROSA;8039581;LB;[];Nao
BA 1;8045056;FORMA FENDI AC 32,5X59;FP;m2;MONOPOROSA;8039582;FP;[];Nao
BA 1;8045057;FORMA FENDI BR 32,5X59;FP;m2;MONOPOROSA;8039583;FP;[];Nao
BA 1;8053608;PLENO BEGE AC 32,5X59;FP;m2;MONOPOROSA;8053610;FP;[];Nao
BA 1;8053609;PLENO BEGE BR 32,5X59;FP;m2;MONOPOROSA;8053611;FP;[];Nao
BA 1;8053604;PLENO BRANCO AC 32,5X59;LB;m2;MONOPOROSA;8053602;LB;[];Nao
BA 1;8053605;PLENO BRANCO BR 32,5X59;LB;m2;MONOPOROSA;8053603;LB;[];Nao
BA 1;8068837;SKINA BRANCO ESM ACET 32,5X59R;FP;m2;MONOPOROSA;8068874;FP;[];Nao
BA 1;8068838;SKINA CASTANHO ESM ACET 32,5X59R;FP;m2;MONOPOROSA;8068875;FP;[];Nao
BA 1;8045058;ZEN BRANCO AC 32,5x59;FP;m2;MONOPOROSA;8039580;LB;[];Nao
BA 1;8045059;ZEN BRANCO BR 32,5X59;FP;m2;MONOPOROSA;8039581;LB;[];Nao
BA 1;8045060;ESCALA BRANCO AC 32,5X59;FP;m2;MONOPOROSA;8048125;PL;[];Nao
BA 1;8045061;ESCALA MARINHO AC 32,5X59;FP;m2;MONOPOROSA;8048126;PL;[];Nao
BA 1;8045062;ESTRELA BRANCO AC 32,5X59;FP;m2;MONOPOROSA;8048127;PL;[];Nao
BA 1;8045063;ESTRELA BRANCO BR 32,5X59;FP;m2;MONOPOROSA;8040173;FP;[];Nao
BA 1;8045064;ESTRELA CARBONO AC 32,5X59;FP;m2;MONOPOROSA;8048129;PL;[];Nao
BA 1;8045065;LOSANGO AMARELO AC 32,5X59;FP;m2;MONOPOROSA;8048131;PL;[];Nao
BA 1;8045066;LOSANGO BRANCO AC 32,5X59;FP;m2;MONOPOROSA;8048132;PL;[];Nao
BA 1;8045067;LOSANGO BRANCO BR 32,5X59;FP;m2;MONOPOROSA;8048133;PL;[];Nao
BA 1;8045068;LOSANGO CINZA AC 32,5X59;FP;m2;MONOPOROSA;8048134;PL;[];Nao
BA 1;8045069;LOSANGO VERMELHO AC 32,5X59;FP;m2;MONOPOROSA;8048135;PL;[];Nao
BA 1;8045070;VERTICE BEGE AC 32,5X59;FP;m2;MONOPOROSA;8048136;PL;[];Nao
BA 1;8046358;ARGOS BRANCO MT 30X90;FP;m2;MONOPOROSA;8048055;FP;[];Nao
BA 1;8049110;ARGOS CORAL MT 30X90;FP;m2;MONOPOROSA;8049118;FP;[];Nao
BA 1;8049112;ARGOS COSMIC MT 30X90;FP;m2;MONOPOROSA;8049120;FP;[];Nao
BA 1;8049111;ARGOS GRIS MT 30X90;FP;m2;MONOPOROSA;8049119;FP;[];Nao
BA 1;8049109;ARGOS MARFIM MT 30X90;FP;m2;MONOPOROSA;8049117;FP;[];Nao
BA 1;8049543;ATINS FENDI MA 30X90;FP;m2;MONOPOROSA;8050226;FP;[];Nao
BA 1;8049545;ATINS FOG MA 30X90;FP;m2;MONOPOROSA;8050228;FP;[];Nao
BA 1;8049544;ATINS GREIGE MA 30X90;FP;m2;MONOPOROSA;8050227;FP;[];Nao
BA 1;8049542;ATINS SHELL MA 30X90;FP;m2;MONOPOROSA;8050225;FP;[];Nao
BA 1;8046018;BERNINI ORO AC 30X90;FP;m2;MONOPOROSA;8048056;FP;[];Nao
BA 1;8045755;CARRARA AC 30X90;FP;m2;MONOPOROSA;8042298;FP;[];Nao
BA 1;8045736;DIAMANTE BRANCO AC 30x90;FP;m2;MONOPOROSA;8048065;FP;[];Nao
BA 1;8045737;DIAMANTE BRANCO BR 30x90;FP;m2;MONOPOROSA;8048066;FP;[];Nao
BA 1;8050218;KHALI GARDEN GREIGE MA 30X90;FP;m2;MONOPOROSA;8050235;FP;[];Nao
BA 1;8050219;KHALI GARDEN GRIS MA 30X90;FP;m2;MONOPOROSA;8050236;FP;[];Nao
BA 1;8050217;KHALI GARDEN MARFIM MA 30X90;FP;m2;MONOPOROSA;8050234;FP;[];Nao
BA 1;8050216;KHALI GARDEN OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8050233;FP;[];Nao
BA 1;8050214;KHALI GREIGE MA 30X90;FP;m2;MONOPOROSA;8050231;FP;[];Nao
BA 1;8050215;KHALI GRIS MA 30X90;FP;m2;MONOPOROSA;8050232;FP;[];Nao
BA 1;8050213;KHALI MARFIM MA 30X90;FP;m2;MONOPOROSA;8050230;FP;[];Nao
BA 1;8050212;KHALI OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8050229;FP;[];Nao
BA 1;8045753;NATURAL BRANCO AC 30x90;FP;m2;MONOPOROSA;8028558;FP;[];Nao
BA 1;8045754;NATURAL BRANCO BR 30x90;FP;m2;MONOPOROSA;8028559;FP;[];Nao
BA 1;8045738;PATCHWORK CARTAZ BR 30X90;FP;m2;MONOPOROSA;8048074;FP;[];Nao
BA 1;8064875;AMOSTRA IBIRAPUERA CAMEL MA 30x90       ;FP;m2;MONOPOROSA;8064876;FP;[];Nao
BA 1;8049538;ATINS LAMBRI FENDI MA 30X90;FP;m2;MONOPOROSA;8050251;FP;[];Nao
BA 1;8049540;ATINS LAMBRI FOG MA 30X90;FP;m2;MONOPOROSA;8050253;FP;[];Nao
BA 1;8049539;ATINS LAMBRI GREIGE MA 30X90;FP;m2;MONOPOROSA;8050252;FP;[];Nao
BA 1;8049537;ATINS LAMBRI SHELL MA 30X90;FP;m2;MONOPOROSA;8050250;FP;[];Nao
BA 1;8045750;CALACATA CUBIC BR 30X90;FP;m2;MONOPOROSA;8048117;PL;[];Nao
BA 1;8045756;CARPA BRANCO MT 30x90;FP;m2;MONOPOROSA;8048094;PL;[];Nao
BA 1;8045739;COLMEIA AREIA AC 30X90;FP;m2;MONOPOROSA;8040227;FP;[];Nao
BA 1;8045740;COLMEIA BRANCO AC 30X90;FP;m2;MONOPOROSA;8048097;PL;[];Nao
BA 1;8045741;COLMEIA CIMENTO AC 30X90;FP;m2;MONOPOROSA;8048098;PL;[];Nao
BA 1;8045742;COLMEIA VERMELHO AC 30X90;FP;m2;MONOPOROSA;8042296;FP;[];Nao
BA 1;8045743;CRISTALO AC 30X90;FP;m2;MONOPOROSA;8048100;PL;[];Nao
BA 1;8045751;CUBIC BLACK AC 30X90;FP;m2;MONOPOROSA;8048121;PL;[];Nao
BA 1;8045752;CUBIC WHITE AC 30X90;FP;m2;MONOPOROSA;8048122;PL;[];Nao
BA 1;8045744;DORICO CEDRO MA 30x90;FP;m2;MONOPOROSA;8048101;PL;[];Nao
BA 1;8045745;DORICO MARFIM MA 30x90;FP;m2;MONOPOROSA;8048102;PL;[];Nao
BA 1;8045746;ESTRELA BRANCO BR 30X90;FP;m2;MONOPOROSA;8048103;PL;[];Nao
BA 1;8056746;FATTO ARGILA BR 30X90;FP;m2;MONOPOROSA;8056773;FP;[];Nao
BA 1;8056747;FATTO GLACIAL BR 30X90;FP;m2;MONOPOROSA;8056774;FP;[];Nao
BA 1;8056744;FATTO LIGHT BR 30X90;FP;m2;MONOPOROSA;8056771;FP;[];Nao
BA 1;8056745;FATTO LIQUEN BR 30X90;FP;m2;MONOPOROSA;8056772;FP;[];Nao
BA 1;8045757;IBIRAPUERA CAMEL MA 30x90;LB;m2;MONOPOROSA;8048104;PL;[];Sim
BA 1;8048260;IBIRAPUERA CAMEL MA 30x90 (ESP PR);FP;m2;MONOPOROSA;8048361;FP;[];Nao
BA 1;8045758;IBIRAPUERA CINZA MA 30x90;FP;m2;MONOPOROSA;8048105;PL;[];Nao
BA 1;8050243;KHALI FLASH GREIGE MA 30X90;FP;m2;MONOPOROSA;8050256;FP;[];Nao
BA 1;8050244;KHALI FLASH GRIS MA 30X90;FP;m2;MONOPOROSA;8050257;FP;[];Nao
BA 1;8050242;KHALI FLASH MARFIM MA 30X90;FP;m2;MONOPOROSA;8050255;FP;[];Nao
BA 1;8050241;KHALI FLASH OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8050254;FP;[];Nao
BA 1;8045747;LOSANGO BRANCO AC 30X90;FP;m2;MONOPOROSA;8040228;FP;[];Nao
BA 1;8045759;MAR AC 30X90;LB;m2;MONOPOROSA;8048123;PL;[];Sim
BA 1;8056765;MATIZ AGAVE MT 30X90;FP;m2;MONOPOROSA;8056792;FP;[];Nao
BA 1;8056764;MATIZ COSMIC MT 30X90;FP;m2;MONOPOROSA;8056791;FP;[];Nao
BA 1;8056766;MATIZ TERRACOTA MT 30X90;FP;m2;MONOPOROSA;8056793;FP;[];Nao
BA 1;8056760;NIAH BASALTO MT 30X90;FP;m2;MONOPOROSA;8056787;FP;[];Nao
BA 1;8056757;NIAH FENDI MT 30X90;FP;m2;MONOPOROSA;8056784;FP;[];Nao
BA 1;8056759;NIAH LIQUEN MT 30X90;FP;m2;MONOPOROSA;8056786;FP;[];Nao
BA 1;8056758;NIAH MAUVE MT 30X90;FP;m2;MONOPOROSA;8056785;FP;[];Nao
BA 1;8045748;ORIGAMI AC 30X90;FP;m2;MONOPOROSA;8048109;PL;[];Nao
BA 1;8056761;RAPHIA LIGHT AC 30X90;FP;m2;MONOPOROSA;8056788;FP;[];Nao
BA 1;8056763;RAPHIA LIQUEN AC 30X90;FP;m2;MONOPOROSA;8056790;FP;[];Nao
BA 1;8056762;RAPHIA MARFIM AC 30X90;FP;m2;MONOPOROSA;8056789;FP;[];Nao
BA 1;8050247;SAMPA FRIEZE CIMENTO MA 30X90;FP;m2;MONOPOROSA;8050260;FP;[];Nao
BA 1;8050248;SAMPA FRIEZE CINZA MA 30X90;FP;m2;MONOPOROSA;8050261;FP;[];Nao
BA 1;8050246;SAMPA FRIEZE FENDI MA 30X90;FP;m2;MONOPOROSA;8050259;FP;[];Nao
BA 1;8050245;SAMPA FRIEZE OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8050258;FP;[];Nao
BA 1;8056753;TAMAN AGAVE MT 30X90;FP;m2;MONOPOROSA;8056780;FP;[];Nao
BA 1;8059512;TAMAN AGAVE MT 30X90;FP;m2;MONOPOROSA;8059515;FP;[];Nao
BA 1;8057973;TAMAN FENDI MT 30X90;FP;m2;MONOPOROSA;8058080;FP;[];Nao
BA 1;8056751;TAMAN LIGHT MT 30X90;FP;m2;MONOPOROSA;8056778;FP;[];Nao
BA 1;8056752;TAMAN LIQUEN MT 30X90;FP;m2;MONOPOROSA;8056779;FP;[];Nao
BA 1;8059514;TAMAN LIQUEN MT 30X90;FP;m2;MONOPOROSA;8059517;FP;[];Nao
BA 1;8059513;TAMAN OFF WHITE MT 30X90;FP;m2;MONOPOROSA;8059516;FP;[];Nao
BA 1;8046022;TREVI CAMEL MA 30X90;FP;m2;MONOPOROSA;8048112;PL;[];Nao
BA 1;8046021;TREVI ORO AC 30X90;FP;m2;MONOPOROSA;8048113;PL;[];Nao
BA 1;8056586;VIBRA AGAVE AC 30X90;FP;m2;MONOPOROSA;8056592;FP;[];Nao
BA 1;8056585;VIBRA ARGILA AC 30X90;LB;m2;MONOPOROSA;8056591;PL;[];Sim
BA 1;8056587;VIBRA GLACIAL AC 30X90;LB;m2;MONOPOROSA;8056593;PL;[];Sim
BA 1;8056582;VIBRA LIGHT AC 30X90;FP;m2;MONOPOROSA;8056588;PL;[];Nao
BA 1;8056584;VIBRA LIQUEN AC 30X90;LB;m2;MONOPOROSA;8056590;PL;[];Sim
BA 1;8056583;VIBRA MAUVE AC 30X90;LB;m2;MONOPOROSA;8056589;PL;[];Sim
BA 1;8052610;ZEUS BRANCO AC 30X90 PR;FP;m2;MONOPOROSA;8052609;PL;[];Nao
BA 1;8045749;ZEUS BRANCO MT 30x90;LB;m2;MONOPOROSA;8048115;PL;[];Sim
BA 1;8049106;ZEUS CORAL MT 30X90;FP;m2;MONOPOROSA;8049114;PL;[];Nao
BA 1;8049108;ZEUS COSMIC MT 30X90;FP;m2;MONOPOROSA;8049116;PL;[];Nao
BA 1;8049107;ZEUS GRIS MT 30X90;FP;m2;MONOPOROSA;8049115;PL;[];Nao
BA 1;8049105;ZEUS MARFIM MT 30x90;FP;m2;MONOPOROSA;8049113;PL;[];Nao
BA 1;8052586;SAMPLE ARGOS BRANCO MT 30X45;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8052597;SAMPLE ZEUS BRANCO MT 30X45;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8052587;SAMPLE ARGOS BRANCO MT 10X10;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8052589;SAMPLE ARGOS CORAL MT 10X10;FP;pc;MONOPOROSA;8049110;FP;[];Nao
BA 1;8052591;SAMPLE ARGOS COSMIC MT 10X10;FP;pc;MONOPOROSA;8049112;FP;[];Nao
BA 1;8052593;SAMPLE ARGOS GRIS MT 10X10;FP;pc;MONOPOROSA;8049111;FP;[];Nao
BA 1;8052595;SAMPLE ARGOS MARFIM MT 10X10;FP;pc;MONOPOROSA;8049109;FP;[];Nao
BA 1;8052598;SAMPLE ZEUS BRANCO MT 10X10;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8052600;SAMPLE ZEUS CORAL MT 10X10;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8052602;SAMPLE ZEUS COSMIC MT 10X10;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8052604;SAMPLE ZEUS GRIS MT 10X10;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8052606;SAMPLE ZEUS MARFIM MT 10X10;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8052588;SAMPLE ARGOS BRANCO MT 10X30;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8052590;SAMPLE ARGOS CORAL MT 10X30;FP;pc;MONOPOROSA;8049110;FP;[];Nao
BA 1;8052592;SAMPLE ARGOS COSMIC MT 10X30;FP;pc;MONOPOROSA;8049112;FP;[];Nao
BA 1;8052594;SAMPLE ARGOS GRIS MT 10X30;FP;pc;MONOPOROSA;8049111;FP;[];Nao
BA 1;8052596;SAMPLE ARGOS MARFIM MT 10X30;FP;pc;MONOPOROSA;8049109;FP;[];Nao
BA 1;8052599;SAMPLE ZEUS BRANCO MT 10X30;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8052601;SAMPLE ZEUS CORAL MT 10X30;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8052603;SAMPLE ZEUS COSMIC MT 10X30;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8052605;SAMPLE ZEUS GRIS MT 10X30;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8052607;SAMPLE ZEUS MARFIM MT 10X30;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8053532;SIMPLY SATIN AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8053534;SIMPLY SATIN AC 30X90;FP;m2;MONOPOROSA;8053532;FP;[];Nao
BA 1;8053533;SIMPLY SATIN ZIGZAG AC 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8053535;SIMPLY SATIN ZIGZAG AC 30X90;FP;m2;MONOPOROSA;8053533;PL;[];Nao
BA 1;8054132;ARGOS BRANCO MT 30X90;FP;m2;MONOPOROSA;8054186;PL;[];Nao
BA 1;8054133;ARGOS CORAL MT 30X90;FP;m2;MONOPOROSA;8054187;PL;[];Nao
BA 1;8054134;ARGOS COSMIC MT 30X90;FP;m2;MONOPOROSA;8054188;PL;[];Nao
BA 1;8054135;ARGOS GRIS MT 30X90;FP;m2;MONOPOROSA;8054189;PL;[];Nao
BA 1;8054136;ARGOS MARFIM MT 30X90;FP;m2;MONOPOROSA;8054190;PL;[];Nao
BA 1;8054137;ATINS FENDI MA 30X90;FP;m2;MONOPOROSA;8054191;PL;[];Nao
BA 1;8054138;ATINS FOG MA 30X90;FP;m2;MONOPOROSA;8054192;PL;[];Nao
BA 1;8054139;ATINS GREIGE MA 30X90;FP;m2;MONOPOROSA;8054193;PL;[];Nao
BA 1;8054140;ATINS SHELL MA 30X90;FP;m2;MONOPOROSA;8054194;PL;[];Nao
BA 1;8054141;BERNINI ORO AC 30X90;FP;m2;MONOPOROSA;8054195;PL;[];Nao
BA 1;8054142;DIAMANTE BRANCO AC 30X90;FP;m2;MONOPOROSA;8054196;PL;[];Nao
BA 1;8065886;DIAMANTE BRANCO AC 30X90;LB;m2;MONOPOROSA;8054196;PL;[];Sim
BA 1;8054143;DIAMANTE BRANCO BR 30X90;FP;m2;MONOPOROSA;8054197;PL;[];Nao
BA 1;8066071;DIAMANTE BRANCO BR 30X90;LB;m2;MONOPOROSA;8054197;PL;[];Sim
BA 1;8066604;GOBI OFF WHITE MA 30X90R;FP;m2;MONOPOROSA;8066605;PL;[];Nao
BA 1;8054144;KHALI GARDEN GREIGE MA 30X90;FP;m2;MONOPOROSA;8054198;PL;[];Nao
BA 1;8054145;KHALI GARDEN GRIS MA 30X90;FP;m2;MONOPOROSA;8054199;PL;[];Nao
BA 1;8054146;KHALI GARDEN MARFIM MA 30X90;FP;m2;MONOPOROSA;8054200;PL;[];Nao
BA 1;8054147;KHALI GARDEN OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8054201;PL;[];Nao
BA 1;8054148;KHALI GREIGE MA 30X90;FP;m2;MONOPOROSA;8054202;PL;[];Nao
BA 1;8054149;KHALI GRIS MA 30X90;FP;m2;MONOPOROSA;8054203;PL;[];Nao
BA 1;8054150;KHALI MARFIM MA 30X90;FP;m2;MONOPOROSA;8054204;PL;[];Nao
BA 1;8054151;KHALI OFF WHITE MA 30X90;FP;m2;MONOPOROSA;8054205;PL;[];Nao
BA 1;8068455;KYOTO GIZ MA 30X90R;FP;m2;MONOPOROSA;8068454;PL;[];Nao
BA 1;8054186;FUNDO ARGOS BRANCO MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054187;FUNDO ARGOS CORAL MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054188;FUNDO ARGOS COSMIC MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054189;FUNDO ARGOS GRIS MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054190;FUNDO ARGOS MARFIM MT 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054191;FUNDO ATINS FENDI MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054192;FUNDO ATINS FOG MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054193;FUNDO ATINS GREIGE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054194;FUNDO ATINS SHELL MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054195;FUNDO BERNINI ORO AC 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054196;FUNDO DIAMANTE BRANCO AC 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054197;FUNDO DIAMANTE BRANCO BR 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8066605;FUNDO GOBI OFF WHITE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054198;FUNDO KHALI GARDEN GREIGE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054199;FUNDO KHALI GARDEN GRIS MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054200;FUNDO KHALI GARDEN MARFIM MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054201;FUNDO KHALI GARDEN OFF WHITE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054202;FUNDO KHALI GREIGE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054203;FUNDO KHALI GRIS MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054204;FUNDO KHALI MARFIM MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054205;FUNDO KHALI OFF WHITE MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8068454;FUNDO KYOTO GIZ MA 31X91;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8054259;SAMPLE ARGOS BRANCO MT 30X45;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8054270;SAMPLE ZEUS BRANCO MT 30X45;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8054260;SAMPLE ARGOS BRANCO MT 10X10;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8054262;SAMPLE ARGOS CORAL MT 10X10;FP;pc;MONOPOROSA;8049110;FP;[];Nao
BA 1;8054264;SAMPLE ARGOS COSMIC MT 10X10;FP;pc;MONOPOROSA;8049112;FP;[];Nao
BA 1;8054266;SAMPLE ARGOS GRIS MT 10X10;FP;pc;MONOPOROSA;8049111;FP;[];Nao
BA 1;8054268;SAMPLE ARGOS MARFIM MT 10X10;FP;pc;MONOPOROSA;8049109;FP;[];Nao
BA 1;8054271;SAMPLE ZEUS BRANCO MT 10X10;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8054273;SAMPLE ZEUS CORAL MT 10X10;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8054275;SAMPLE ZEUS COSMIC MT 10X10;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8054277;SAMPLE ZEUS GRIS MT 10X10;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8054279;SAMPLE ZEUS MARFIM MT 10X10;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8054261;SAMPLE ARGOS BRANCO MT 10X30;FP;pc;MONOPOROSA;8046358;FP;[];Nao
BA 1;8054263;SAMPLE ARGOS CORAL MT 10X30;FP;pc;MONOPOROSA;8049110;FP;[];Nao
BA 1;8054265;SAMPLE ARGOS COSMIC MT 10X30;FP;pc;MONOPOROSA;8049112;FP;[];Nao
BA 1;8054267;SAMPLE ARGOS GRIS MT 10X30;FP;pc;MONOPOROSA;8049111;FP;[];Nao
BA 1;8054269;SAMPLE ARGOS MARFIM MT 10X30;FP;pc;MONOPOROSA;8049109;FP;[];Nao
BA 1;8054272;SAMPLE ZEUS BRANCO MT 10X30;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8054274;SAMPLE ZEUS CORAL MT 10X30;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8054276;SAMPLE ZEUS COSMIC MT 10X30;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8054278;SAMPLE ZEUS GRIS MT 10X30;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8054280;SAMPLE ZEUS MARFIM MT 10X30;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8056238;SAMPLE ZEUS BRANCO MT 30X45;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8056239;SAMPLE ZEUS BRANCO MT 10X10;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8056240;SAMPLE ZEUS CORAL MT 10X10;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8056241;SAMPLE ZEUS COSMIC MT 10X10;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8056242;SAMPLE ZEUS GRIS MT 10X10;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8056243;SAMPLE ZEUS MARFIM MT 10X10;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8056244;SAMPLE ZEUS BRANCO MT 10X30;FP;pc;MONOPOROSA;8045749;LB;[];Nao
BA 1;8056245;SAMPLE ZEUS CORAL MT 10X30;FP;pc;MONOPOROSA;8049106;FP;[];Nao
BA 1;8056246;SAMPLE ZEUS COSMIC MT 10X30;FP;pc;MONOPOROSA;8049108;FP;[];Nao
BA 1;8056247;SAMPLE ZEUS GRIS MT 10X30;FP;pc;MONOPOROSA;8049107;FP;[];Nao
BA 1;8056248;SAMPLE ZEUS MARFIM MT 10X30;FP;pc;MONOPOROSA;8049105;FP;[];Nao
BA 1;8058487;ESTRELA BRANCO AC 32X60;FP;m2;MONOPOROSA;8058459;FP;[];Nao
BA 1;8058459;ESTRELA BRANCO AC 33X61;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8058485;FORMA BRANCO AC 32X60;FP;m2;MONOPOROSA;8058457;FP;[];Nao
BA 1;8058486;FORMA BRANCO BR 32X60;FP;m2;MONOPOROSA;8058458;FP;[];Nao
BA 1;8059254;PLENO BEGE AC 32X60;PL;m2;MONOPOROSA;8059261;PL;[];Nao
BA 1;8059255;PLENO BEGE BR 32X60;PL;m2;MONOPOROSA;8059262;PL;[];Nao
BA 1;8059252;PLENO BRANCO AC 32X60;FP;m2;MONOPOROSA;8059259;FP;[];Nao
BA 1;8059253;PLENO BRANCO BR 32X60;FP;m2;MONOPOROSA;8059260;FP;[];Nao
BA 1;8058457;FORMA BRANCO AC 33X61;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8058458;FORMA BRANCO BR 33X61;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8059261;PLENO BEGE AC 33X61;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8059262;PLENO BEGE BR 33X61;PL;m2;MONOPOROSA;;;[];Nao
BA 1;8059259;PLENO BRANCO AC 33X61;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8059260;PLENO BRANCO BR 33X61;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8048055;ARGOS BRANCO MT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8049118;ARGOS CORAL MT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8049120;ARGOS COSMIC MT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8049119;ARGOS GRIS MT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8049117;ARGOS MARFIM MT 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8048056;BERNINI ORO AC 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8048065;DIAMANTE BRANCO AC 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8048066;DIAMANTE BRANCO BR 31x91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8050226;FUNDO ATINS FENDI MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8050228;FUNDO ATINS FOG MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8050227;FUNDO ATINS GREIGE MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
BA 1;8050225;FUNDO ATINS SHELL MA 31X91;FP;m2;MONOPOROSA;;;[];Nao
