data_atual;pct_lb_prensado_atual;qtd_lb_prensado_atual;total_lb_atual;pct_lb_prensado_anterior;qtd_lb_prensado_anterior;total_lb_anterior;variacao_pp
2025-12-23;43.9;1485;3383;42.95;1453;3383;0.95
