CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
8018233;KIT CEREJA BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT CEREJA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018271;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020395;KIT CEREJA BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT CEREJA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018272;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018234;KIT GALINHA BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT GALINHA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018274;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020396;KIT GALINHA BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT GALINHA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018274;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018235;KIT LARANJA BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT LARANJA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018276;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020397;KIT LARANJA BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT LARANJA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018276;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018240;KIT ORQUIDEA BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT ORQUIDEA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018281;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020398;KIT ORQUIDEA BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT ORQUIDEA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018282;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018237;KIT PINGUIM AC 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT PINGUIM AC;ACETINADO;El.Artistica SC;Mohawk (SC);8018279;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;ACETINADO
8018236;KIT PINGUIM BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT PINGUIM BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018278;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020399;KIT PINGUIM BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT PINGUIM BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018277;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018239;KIT TOMATE BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT TOMATE BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018283;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020400;KIT TOMATE BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT TOMATE BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018284;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8018238;KIT TULIPA BR 33,5X45;FP;PC;MONOPOROSA;Nao;33,5x45;KIT TULIPA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018285;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8020401;KIT TULIPA BR 33,5X45;FP;cx;MONOPOROSA;Nao;33,5x45;KIT TULIPA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018285;Nao;FP;El.Artistica SC;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;33.5X45;BRILHANTE
8019855;DECORADO PERSONALIZADO 12,5X12,5;FP;pc;3a QUEIMA;Nao;12,5X12;DECORADO PERSONALIZADO;ACETINADO;El.Artistica SC;Mohawk (SC);8015162;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;12.5X12;ACETINADO
8022252;EXPRESSION A 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION A;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022253;EXPRESSION B 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION B;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022254;EXPRESSION C 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION C;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022255;EXPRESSION D 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION D;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022256;EXPRESSION E 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION E;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022357;EXPRESSION EXCLAMACAO 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION EXCLAMACAO;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022257;EXPRESSION F 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION F;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022258;EXPRESSION G 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION G;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022259;EXPRESSION H 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION H;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022260;EXPRESSION I 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION I;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022358;EXPRESSION INTERROGACAO 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION INTERROGACAO;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022261;EXPRESSION J 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION J;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022262;EXPRESSION K 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION K;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022263;EXPRESSION L 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION L;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022264;EXPRESSION M 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION M;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022265;EXPRESSION N 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION N;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022266;EXPRESSION O 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION O;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022267;EXPRESSION P 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION P;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022355;EXPRESSION PONTO 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION PONTO;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022268;EXPRESSION Q 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION Q;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022269;EXPRESSION R 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION R;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022270;EXPRESSION S 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION S;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022271;EXPRESSION T 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION T;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022272;EXPRESSION U 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION U;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022273;EXPRESSION V 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION V;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022356;EXPRESSION VIRGULA 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION VIRGULA;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022274;EXPRESSION W 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION W;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022275;EXPRESSION X 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION X;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022276;EXPRESSION Y 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION Y;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8022277;EXPRESSION Z 14X14;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION Z;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8023094;ALUMINIO LS NA 17X60;FP;pc;PORC UGL;Nao;17x60;ALUMINIO LS NA;NATURAL;El.Artistica SC;Mohawk (SC);8006263;Nao;FP;SC 4;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;17X60;NATURAL
8023092;NERO PLUS LS NA 17X60                 PR;FP;pc;PORC UGL;Nao;17x60;NERO PLUS LS NA;NATURAL;El.Artistica SC;Mohawk (SC);8017088;Nao;FP;SC 4;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;17X60;NATURAL
8023307;VINTAGE BRANCO BR 16X57;FP;m2;MONOPOROSA;Nao;16x57;VINTAGE BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023579;VINTAGE BRANCO BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018477;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023308;VINTAGE CREME BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE CREME BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023311;VINTAGE GEO BRANCO BR 16X57;FP;m2;MONOPOROSA;Nao;16x57;VINTAGE GEO BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8020484;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023580;VINTAGE GEO BRANCO BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE GEO BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023312;VINTAGE GEO CREME BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE GEO CREME BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023314;VINTAGE GEO ROSA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE GEO ROSA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024603;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023313;VINTAGE GEO TURQUESA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE GEO TURQUESA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8023530;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023310;VINTAGE ROSA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE ROSA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023319;VINTAGE SIX BRANCO BR 16X57;FP;m2;MONOPOROSA;Nao;16x57;VINTAGE SIX BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8020484;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023582;VINTAGE SIX BRANCO BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE SIX BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8023530;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023320;VINTAGE SIX CREME BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE SIX CREME BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8020484;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023322;VINTAGE SIX ROSA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE SIX ROSA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018475;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023321;VINTAGE SIX TURQUESA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE SIX TURQUESA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024603;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023315;VINTAGE TEX BRANCO BR 16X57;FP;m2;MONOPOROSA;Nao;16x57;VINTAGE TEX BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8020484;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023581;VINTAGE TEX BRANCO BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE TEX BRANCO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8023530;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023316;VINTAGE TEX CREME BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE TEX CREME BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024603;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023318;VINTAGE TEX ROSA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE TEX ROSA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024603;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023317;VINTAGE TEX TURQUESA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE TEX TURQUESA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023309;VINTAGE TURQUESA BR 16X57;FP;pc;MONOPOROSA;Nao;16x57;VINTAGE TURQUESA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8018477;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;16X57;BRILHANTE
8023478;EXPRESSION AC 14X14#;FP;PC;3a QUEIMA;Nao;14x14;EXPRESSION AC;ACETINADO;El.Artistica SC;Mohawk (SC);8018481;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14X14;ACETINADO
8026147;ACQUA BR 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;ACQUA BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8029996;CAMPESTRE BR 32,5X59;FP;cx;MONOPOROSA;Nao;32,5X59;CAMPESTRE BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8028068;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8026096;CHARM LEAVES LUSTRE AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CHARM LEAVES LUSTRE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8023704;CHIC FLUO 32,5X59;FP;cx;MONOPOROSA;Nao;32,5X59;CHIC FLUO;BRILHANTE;El.Artistica SC;Mohawk (SC);8028068;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8023705;CHIC NEUTRO 32,5X59;FP;cx;MONOPOROSA;Nao;32,5X59;CHIC NEUTRO;ACETINADO;El.Artistica SC;Mohawk (SC);8024339;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8023706;CONTRASTES NERVE BRANCO 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CONTRASTES NERVE BRANCO;BRILHANTE;El.Artistica SC;Mohawk (SC);8028068;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8026143;CORALLO BR 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CORALLO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8026109;CREATIVE GRAFISMO BLACK-WHITE AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE GRAFISMO BLACK-WHITE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026110;CREATIVE GRAFISMO CIMENTO AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE GRAFISMO CIMENTO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026111;CREATIVE GRAFISMO GREIGE AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE GRAFISMO GREIGE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026105;CREATIVE NOSTALGIA BRANCO AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE NOSTALGIA BRANCO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026108;CREATIVE NOSTALGIA CIMENTO AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE NOSTALGIA CIMENTO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8025279;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026106;CREATIVE NOSTALGIA FENDI AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE NOSTALGIA FENDI AC;ACETINADO;El.Artistica SC;Mohawk (SC);8023532;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026107;CREATIVE NOSTALGIA GREIGE AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;CREATIVE NOSTALGIA GREIGE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8025278;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026454;CREATIVE REFLEX GOLD AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;CREATIVE REFLEX GOLD AC;ACETINADO;El.Artistica SC;Mohawk (SC);8025395;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026455;CREATIVE REFLEX SILVER AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;CREATIVE REFLEX SILVER AC;ACETINADO;El.Artistica SC;Mohawk (SC);8025396;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8025502;DOT BRONZO AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;DOT BRONZO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8025501;DOT DARK AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;DOT DARK AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8025503;DOT GOLD AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;DOT GOLD AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8025500;DOT LIGHT AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;DOT LIGHT AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8025504;DOT SILVER AC 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;DOT SILVER AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8024981;DOTS BRONZO AC 32,5X59*;FP;pc;MONOPOROSA;Nao;32,5X59;DOTS BRONZO AC;BRILHANTE;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8024982;DOTS PERLA AC 32,5X59*;FP;pc;MONOPOROSA;Nao;32,5X59;DOTS PERLA AC;BRILHANTE;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8023707;FALL BR 32,5X59;FP;pc;MONOPOROSA;Nao;32,5X59;FALL BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8028068;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8026157;FAVO BLU AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FAVO BLU AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026155;FAVO GRIGIO AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FAVO GRIGIO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026156;FAVO ROSA AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FAVO ROSA AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026151;FIORE BLU AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FIORE BLU AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026177;FIORE BR 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FIORE BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8024428;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
8026149;FIORE GRIGIO AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FIORE GRIGIO AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8026150;FIORE ROSA AC 32,5X59;FP;PC;MONOPOROSA;Nao;32,5X59;FIORE ROSA AC;ACETINADO;El.Artistica SC;Mohawk (SC);8024427;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;ACETINADO
8029995;FLOR DO CAMPO BR 32,5X59;FP;cx;MONOPOROSA;Nao;32,5X59;FLOR DO CAMPO BR;BRILHANTE;El.Artistica SC;Mohawk (SC);8028068;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;32.5X59;BRILHANTE
