Emp;Uni;Item;Descricao;Sit;Marca;Emp_Clone;Uni_Clone;Item_Clone;Descricao_Clone;Sit_Clone;Marca_Clone;
13;  8;8030688;MUNARI CIMENTO EXT RS 14,5x59           ;FP;Eliane         ;01;198;8032954;MUNARI CIMENTO EXT RS 14,5X59           ;FP;Eliane         ;
13;  8;8030688;MUNARI CIMENTO EXT RS 14,5x59           ;FP;Eliane         ;01;198;8034643;ABSOLUT CIMENTO EXT RS 14,5X59          ;FP;DecorTiles     ;
13;  8;8030688;MUNARI CIMENTO EXT RS 14,5x59           ;FP;Eliane         ;13;  1;8038823;MUNARI CIMENTO EXT RS 14,5x59           ;LB;Eliane         ;
13;  8;8030688;MUNARI CIMENTO EXT RS 14,5x59           ;FP;Eliane         ;13;  1;8059765;MUNARI CIMENTO EXT RS 14,5X60 RET       ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01;156;8029949;OPUS BRANCO AC 60X120                   ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 31;8030258;OPUS BRANCO AC 60X120 12mm              ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01;156;8030263;TOKYO BRANCO 60X120                     ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01;156;8033080;MUNARI BRANCO AC 60X120                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01;156;8033746;MUNARI BRANCO AC 59X118,2               ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8033942;MUNARI BRANCO AC 59X118,2               ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01;156;8033960;OPUS BRANCO AC 59X118,2                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8033966;OPUS BRANCO AC 59X118,2                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8034258;TOKYO BRANCO 59x118,2                   ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13; 34;8034437;MUNARI BRANCO AC 59X118,2               ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8034617;ABSOLUT BRANCO AC 59X118,2              ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8034778;MUNARI BRANCO AC 59X118,2               ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8035790;ABSOLUT BRANCO AC 59X118,2              ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 31;8036292;ABSOLUT BRANCO AC 59X118,2              ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8039935;MUNARI BRANCO AC 59X118,2               ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 31;8041232;MUNARI BRANCO AC 59X118,2*              ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8045629;ABSOLUT BRANCO AC 60x120                ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8045658;MUNARI BRANCO AC 60x120                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8045788;MUNARI BRANCO AC 60x120                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8048142;ABSOLUT BRANCO AC 60X120                ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8055962;ABSOLUT BRANCO AC 60x120                ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;01; 63;8056010;MUNARI BRANCO AC 60x120                 ;LB;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8056028;ABSOLUT BRANCO AC 60X120                ;FP;DecorTiles     ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8056069;MUNARI BRANCO AC 60x120                 ;FP;Eliane         ;
01;156;8030851;OPUS BRANCO AC 60X120              12mm ;FP;Eliane         ;13;  1;8066181;MUNARI BRANCO AC 60X120R                ;LB;Eliane         ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;01;156;8031977;ABSOLUT CONCRETO AC 59X59               ;FP;DecorTiles     ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;01; 31;8032629;MUNARI CONCRETO AC 59x59#               ;FP;Eliane         ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;01; 63;8033500;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;13;  1;8033786;MUNARI CONCRETO AC 59X59                ;LB;Eliane         ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;01; 63;8035714;ABSOLUT CONCRETO AC 59X59               ;FP;DecorTiles     ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;01; 31;8037581;ABSOLUT CONCRETO AC 59X59               ;FP;DecorTiles     ;
01;156;8030951;MUNARI CONCRETO AC 59x59                ;FP;Eliane         ;13;  1;8057624;MUNARI CONCRETO AC 60X60 RET            ;PL;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;13;  8;8028359;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;13;  8;8030490;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;01;156;8031981;ABSOLUT CIMENTO EXT 59X59               ;FP;DecorTiles     ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;01; 31;8033172;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;01; 63;8033499;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;13;  1;8033629;MUNARI CIMENTO EXT 59X59                ;LB;Eliane         ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;01; 31;8035205;ABSOLUT CIMENTO EXT 59X59##             ;FP;DecorTiles     ;
01;156;8030955;MUNARI CIMENTO EXT 59X59                ;FP;Eliane         ;13;  1;8057623;MUNARI CIMENTO EXT 60X60 RET            ;PL;Eliane         ;
13;  1;8031084;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;01; 31;8030283;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;
13;  1;8031084;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;01; 31;8030733;ABSOLUT ASFALTO EXT 60X60               ;FP;DecorTiles     ;
13;  1;8031084;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;01; 63;8033433;ABSOLUT ASFALTO EXT 60X60               ;FP;DecorTiles     ;
13;  1;8031084;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;01; 63;8033471;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;
13;  1;8031084;MUNARI GRAFITI EXT 60X60                ;FP;Eliane         ;01; 31;8057544;MUNARI GRAFITI EXT 60X60                ;LB;Eliane         ;
01;198;8032149;ONIX CRISTAL PO RODAPE 14,5X120         ;FP;Eliane         ;01;198;8033316;ONIX CRISTAL PO RODAPE 14,5X118,2       ;FP;Eliane         ;
01;198;8032149;ONIX CRISTAL PO RODAPE 14,5X120         ;FP;Eliane         ;01;198;8048044;ONIX CRISTAL PO RODAPE 14,5X120         ;FP;Eliane         ;
01;198;8032149;ONIX CRISTAL PO RODAPE 14,5X120         ;FP;Eliane         ;01;198;8057177;ONIX CRISTAL PO RS 14,5X120             ;LB;Eliane         ;
01; 63;8032238;HABITAT BRANCO AC 45X45                 ;FP;Eliane         ;01; 63;8032402;HABITAT BRANCO AC 45X45*                ;FP;Eliane         ;
01; 63;8032238;HABITAT BRANCO AC 45X45                 ;FP;Eliane         ;01; 63;8034150;HABITAT BRANCO AC 45X45                 ;FP;Eliane         ;
01; 63;8032238;HABITAT BRANCO AC 45X45                 ;FP;Eliane         ;01; 63;8040854;HABITAT BRANCO AC 45X45#                ;LB;Eliane         ;
01; 63;8032238;HABITAT BRANCO AC 45X45                 ;FP;Eliane         ;13;  1;8041424;HABITAT BRANCO AC 45X45                 ;LB;Eliane         ;
01; 63;8032240;HABITAT CIMENTO AC 45X45                ;FP;Eliane         ;01; 63;8032404;HABITAT CIMENTO AC 45X45*               ;FP;Eliane         ;
01; 63;8032240;HABITAT CIMENTO AC 45X45                ;FP;Eliane         ;01; 63;8033997;HABITAT CIMENTO AC 45X45                ;FP;Eliane         ;
01; 63;8032240;HABITAT CIMENTO AC 45X45                ;FP;Eliane         ;01; 63;8040855;HABITAT CIMENTO AC 45X45#               ;LB;Eliane         ;
01; 63;8032240;HABITAT CIMENTO AC 45X45                ;FP;Eliane         ;13;  1;8041427;HABITAT CIMENTO AC 45X45                ;LB;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;01; 63;8032406;HABITAT CIMENTO EXT 45X45*              ;FP;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;01; 63;8032680;HOUSE CIMENTO EXT 45X45                 ;FP;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;01; 63;8034153;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;01; 63;8040856;HABITAT CIMENTO EXT 45X45#              ;LB;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;01; 63;8040871;HOUSE CIMENTO EXT 45X45#                ;FP;Eliane         ;
01; 63;8032242;HABITAT CIMENTO EXT 45X45               ;FP;Eliane         ;13;  1;8041428;HABITAT CIMENTO EXT 45X45               ;LB;Eliane         ;
01;198;8032725;MUNARI CIMENTO AC RS 14,5X60            ;FP;Eliane         ;01;198;8034648;ABSOLUT CIMENTO AC RS 14,5X60           ;PL;DecorTiles     ;
01;198;8032725;MUNARI CIMENTO AC RS 14,5X60            ;FP;Eliane         ;01;198;8059068;MUNARI CIMENTO AC RS 14,5X60            ;LB;Eliane         ;
01;198;8032725;MUNARI CIMENTO AC RS 14,5X60            ;FP;Eliane         ;01;210;8063860;MUNARI CIMENTO AC RS 14,5X60            ;FP;Eliane         ;
01;198;8032755;MUNARI CONCRETO AC RS 14,5x60           ;FP;Eliane         ;01;198;8034649;ABSOLUT CONCRETO AC RS 14,5x60          ;PL;DecorTiles     ;
01;198;8032755;MUNARI CONCRETO AC RS 14,5x60           ;FP;Eliane         ;01;198;8059069;MUNARI CONCRETO AC RS 14,5X60           ;LB;Eliane         ;
01;198;8032755;MUNARI CONCRETO AC RS 14,5x60           ;FP;Eliane         ;01;210;8063861;MUNARI CONCRETO AC RS 14,5X60           ;FP;Eliane         ;
01;198;8032756;MUNARI CONCRETO AC RS 10X60             ;FP;Eliane         ;01;198;8032931;MUNARI CONCRETO AC RS 10X60             ;FP;Eliane         ;
01;198;8032756;MUNARI CONCRETO AC RS 10X60             ;FP;Eliane         ;01;198;8052175;MUNARI CONCRETO AC RS 9,5X60            ;FP;Eliane         ;
01;198;8032756;MUNARI CONCRETO AC RS 10X60             ;FP;Eliane         ;01;198;8059071;MUNARI CONCRETO AC RS 9,5X60            ;LB;Eliane         ;
01;198;8032756;MUNARI CONCRETO AC RS 10X60             ;FP;Eliane         ;01; 31;8062252;MUNARI CONCRETO AC RS 9,5X60            ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01; 66;8033291;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01;156;8034570;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01; 31;8039032;PLACE T-1100 AC 30X30*                  ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01;198;8041417;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01;198;8054215;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01; 31;8061453;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01; 31;8062794;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;
01;156;8032777;PLACE T-1100 AC 30X30                   ;FP;Eliane         ;01;210;8064926;PLACE T-1100 AC 30X30                   ;LB;Eliane         ;
01;156;8032779;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;01; 66;8033285;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;
01;156;8032779;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;01;156;8034572;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;
01;156;8032779;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;01; 66;8037038;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;
01;156;8032779;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;01; 31;8039036;PLACE T-3000 HEX AC 30X30*              ;FP;Eliane         ;
01;156;8032779;PLACE T-3000 HEX AC 30X30               ;FP;Eliane         ;01;210;8064919;PLACE T-3000 HEX AC 30X30*              ;LB;Eliane         ;
01; 31;8032861;ALVERSTONE GREY EXT 30X60               ;FP;Eliane         ;01; 31;8036174;ALVERSTONE GREY EXT 30X60*              ;FP;Eliane         ;
01; 31;8032861;ALVERSTONE GREY EXT 30X60               ;FP;Eliane         ;01; 31;8052764;ALVERSTONE GREY EXT 30X60**             ;LB;Eliane         ;
01; 31;8032862;ALVERSTONE IVORY EXT 30X60              ;FP;Eliane         ;01; 31;8036175;ALVERSTONE IVORY EXT 30X60*             ;FP;Eliane         ;
01; 31;8032862;ALVERSTONE IVORY EXT 30X60              ;FP;Eliane         ;01; 31;8052765;ALVERSTONE IVORY EXT 30X60**            ;LB;Eliane         ;
01; 31;8032862;ALVERSTONE IVORY EXT 30X60              ;FP;Eliane         ;01; 31;8065227;AMOSTRA ALVERSTONE IVORY EXT 30X60      ;FP;Eliane         ;
01;198;8032876;HABITAT BRANCO AC RS 8,5X45             ;LB;Eliane         ;01; 63;8060610;HABITAT BRANCO AC RS 8,5X45             ;FP;Eliane         ;
01;198;8032876;HABITAT BRANCO AC RS 8,5X45             ;LB;Eliane         ;01;210;8065004;HABITAT BRANCO AC RS 8,5X45             ;FP;Eliane         ;
01;198;8032877;HABITAT CIMENTO AC RS 8,5X45            ;LB;Eliane         ;01; 63;8060621;HABITAT CIMENTO AC RS 8,5X45            ;FP;Eliane         ;
01;198;8032877;HABITAT CIMENTO AC RS 8,5X45            ;LB;Eliane         ;01;210;8065005;HABITAT CIMENTO AC RS 8,5X45            ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 31;8033736;ABSOLUT PROSECCO 90X90                  ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;13; 34;8034445;MUNARI MARFIM AC 90X90                  ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01;156;8036672;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01;156;8036867;ABSOLUT PROSECCO 90X90#                 ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8039424;MUNARI MARFIM AC 90X90                  ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8042054;ABSOLUT PROSECCO 90X90                  ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8045523;ABSOLUT PROSECCO 90X90                  ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8045560;MUNARI MARFIM AC 90X90                  ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8054359;ABSOLUT PROSECCO 90X90                  ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8054409;MUNARI MARFIM AC 90X90                  ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 31;8059272;MUNARI MARFIM AC 90X90                  ;FP;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8059303;ABSOLUT PROSECCO 90X90                  ;FP;DecorTiles     ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8059314;MUNARI MARFIM AC 90X90                  ;LB;Eliane         ;
01; 31;8032937;MUNARI MARFIM AC 90X90***               ;FP;Eliane         ;01; 63;8069459;MUNARI MARFIM AC 90X90R                 ;PL;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01;156;8033748;MUNARI MARFIM AC 59X118,2               ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8033944;MUNARI MARFIM AC 59X118,2               ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01;156;8033962;OPUS MARFIM AC 59X118,2                 ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8033968;OPUS MARFIM AC 59X118,2                 ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 31;8033993;ABSOLUT PROSECCO AC 59X118,2            ;FP;DecorTiles     ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;13; 34;8034442;MUNARI MARFIM AC 59X118,2               ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8034621;ABSOLUT PROSECCO AC 59X118,2            ;FP;DecorTiles     ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8034783;MUNARI MARFIM AC 59X118,2               ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8038445;ABSOLUT PROSECCO AC 59X118,2            ;FP;DecorTiles     ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;13;  1;8041494;MUNARI MARFIM AC 59X118,2               ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8045632;ABSOLUT PROSECCO AC 60x120              ;FP;DecorTiles     ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8045662;MUNARI MARFIM AC 60x120                 ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;13;  1;8045792;MUNARI MARFIM AC 60x120                 ;FP;Eliane         ;
01;156;8033085;MUNARI MARFIM AC 60X120                 ;FP;Eliane         ;01; 63;8056013;MUNARI MARFIM AC 60x120                 ;LB;Eliane         ;
01; 63;8033147;HABITAT MARFIM AC 45x45*                ;FP;Eliane         ;01; 63;8034163;HABITAT MARFIM AC 45x45                 ;FP;Eliane         ;
01; 63;8033147;HABITAT MARFIM AC 45x45*                ;FP;Eliane         ;01; 63;8040861;HABITAT MARFIM AC 45x45#                ;LB;Eliane         ;
01; 63;8033147;HABITAT MARFIM AC 45x45*                ;FP;Eliane         ;13;  1;8041425;HABITAT MARFIM AC 45X45                 ;LB;Eliane         ;
01; 63;8033149;HABITAT MARFIM EXT 45X45*               ;FP;Eliane         ;01; 63;8034165;HABITAT MARFIM EXT 45X45                ;FP;Eliane         ;
01; 63;8033149;HABITAT MARFIM EXT 45X45*               ;FP;Eliane         ;13;  1;8041426;HABITAT MARFIM EXT 45X45                ;LB;Eliane         ;
01;156;8033181;FLAT AC RS 14,5x90                      ;FP;Eliane         ;01;198;8035629;FLAT AC RS 14,5x90                      ;FP;Eliane         ;
01;156;8033181;FLAT AC RS 14,5x90                      ;FP;Eliane         ;01;198;8047966;FLAT AC RS 14,5X90                      ;FP;Eliane         ;
01;156;8033181;FLAT AC RS 14,5x90                      ;FP;Eliane         ;01;198;8059675;FLAT AC RS 14,5X90                      ;LB;Eliane         ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;01; 31;8033209;MUNARI MARFIM EXT 60X60                 ;FP;Eliane         ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;01; 31;8033991;ABSOLUT PROSECCO EXT 60X60              ;FP;DecorTiles     ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;01; 31;8034275;BOTERO MARFIM EXT 60X60                 ;FP;Eliane         ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;01; 63;8034831;MUNARI MARFIM EXT 60X60                 ;FP;Eliane         ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;01; 31;8057546;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;
13;  1;8033186;MUNARI MARFIM EXT 60X60                 ;LB;Eliane         ;13;  1;8059244;MUNARI MARFIM EXT 61X61                 ;PL;Eliane         ;
01; 31;8033199;MUNARI MARFIM AC 30X60                  ;FP;Eliane         ;01; 31;8036204;MUNARI MARFIM AC 30X60*                 ;FP;Eliane         ;
01; 31;8033199;MUNARI MARFIM AC 30X60                  ;FP;Eliane         ;13; 34;8036335;MUNARI MARFIM AC 30X60*                 ;FP;Eliane         ;
01; 31;8033199;MUNARI MARFIM AC 30X60                  ;FP;Eliane         ;01; 31;8052775;MUNARI MARFIM AC 30X60**                ;LB;Eliane         ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;13;  1;8033789;MUNARI MARFIM AC 59X59                  ;LB;Eliane         ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;01;156;8033988;ABSOLUT PROSECCO AC 59X59               ;FP;DecorTiles     ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;01; 63;8034819;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;01; 31;8036508;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;01; 31;8037582;ABSOLUT PROSECCO AC 59X59               ;FP;DecorTiles     ;
01;156;8033200;MUNARI MARFIM AC 59X59                  ;FP;Eliane         ;13;  1;8057625;MUNARI MARFIM AC 60X60 RET              ;PL;Eliane         ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;13;  1;8033185;MUNARI MARFIM AC 60X60                  ;LB;Eliane         ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;01; 31;8033990;ABSOLUT PROSECCO AC 60X60               ;FP;DecorTiles     ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;01; 31;8034274;BOTERO MARFIM AC 60X60                  ;FP;Eliane         ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;01; 63;8034830;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;01; 31;8057545;MUNARI MARFIM AC 60X60                  ;LB;Eliane         ;
01; 31;8033208;MUNARI MARFIM AC 60X60                  ;FP;Eliane         ;13;  1;8059243;MUNARI MARFIM AC 61X61                  ;PL;Eliane         ;
01; 66;8033289;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;01;156;8034568;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;
01; 66;8033289;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;01; 63;8039035;ONIX CRISTAL T-3000 HEX AC 30X30*       ;FP;Eliane         ;
01; 66;8033289;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;01; 63;8039192;ONIX CRISTAL T-3000 HEX AC 30X30#       ;FP;Eliane         ;
01; 66;8033289;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;01; 63;8063563;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;
01; 66;8033289;ONIX CRISTAL T-3000 HEX AC 30X30        ;FP;Eliane         ;01;210;8064930;ONIX CRISTAL T-3000 HEX AC 30X30        ;LB;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01;156;8034569;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01; 66;8037041;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01;198;8038864;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01; 41;8039028;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01; 41;8057071;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;
01; 66;8033290;ONIX CRISTAL T-3000 HEX PO 30X30        ;FP;Eliane         ;01;210;8064927;ONIX CRISTAL T-3000 HEX PO 30X30        ;LB;Eliane         ;
01;198;8033520;PULPIS BROWN PO RODAPE 14,5X118,2       ;FP;Eliane         ;01;198;8048043;PULPIS BROWN PO RODAPE 14,5X120         ;FP;Eliane         ;
01;198;8033520;PULPIS BROWN PO RODAPE 14,5X118,2       ;FP;Eliane         ;01;198;8057181;PULPIS BROWN PO RS 14,5X120             ;LB;Eliane         ;
01;198;8033648;MUNARI CONCRETO EXT RS 10X60            ;FP;Eliane         ;01;198;8059076;MUNARI CONCRETO EXT RS 9,5X60           ;LB;Eliane         ;
01; 31;8033795;MUNARI MARFIM EXT 59X59##               ;FP;Eliane         ;13;  1;8033782;MUNARI MARFIM EXT 59X59                 ;LB;Eliane         ;
