Item Fundo;Descricao;Med;Sit;Seq;Seq Alt;Dt ini val;Dt fim val;Item;Desc;Sit;Med;Emb;Desc.Emb;;;;
8042363;MICRON VERDE NA 80X80;m2;FP;18;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042364;MICRON BRANCO PO 80X80;m2;FP;10;0;01/12/2019;30/12/2050;8043304;AMOSTRA MICRON BRANCO PO;FP;pc;;;;;;
8042364;MICRON BRANCO PO 80X80;m2;FP;11;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042365;MICRON CINZA PO 80X80;m2;FP;10;0;01/12/2019;30/12/2050;8043306;AMOSTRA MICRON CINZA PO;FP;pc;;;;;;
8042365;MICRON CINZA PO 80X80;m2;FP;13;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042366;MICRON PRETO PO 80X80;m2;FP;10;0;01/12/2019;30/12/2050;8043308;AMOSTRA MICRON PRETO PO;FP;pc;;;;;;
8042366;MICRON PRETO PO 80X80;m2;FP;15;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042367;MICRON CORAL PO 80X80;m2;FP;10;0;01/12/2019;30/12/2050;8043310;AMOSTRA MICRON CORAL PO;FP;pc;;;;;;
8042367;MICRON CORAL PO 80X80;m2;FP;17;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042368;MICRON VERDE PO 80X80;m2;FP;10;0;01/12/2019;30/12/2050;8043312;AMOSTRA MICRON VERDE PO;FP;pc;;;;;;
8042368;MICRON VERDE PO 80X80;m2;FP;19;0;01/01/2020;30/12/2050;8043536;SAMPLE BOOK ALTO TRAFEGO;FP;pc;;;;;;
8042381;ISEO GRIGIO PO 59X118,2;M2;FP;10;0;01/12/2019;30/12/2050;8043274;AMOSTRA ISEO GRIGIO PO;FP;pc;;;;;;
8042382;AZUL BAHIA PO 59X118,2;M2;FP;10;0;01/12/2019;30/12/2050;8043275;AMOSTRA AZUL BAHIA PO;FP;pc;;;;;;
8042385;VERDE CRISTALLO POL 59X118,2;M2;FP;10;0;01/12/2019;30/12/2050;8043277;AMOSTRA VERDE CRISTALLO POL;FP;pc;;;;;;
8042387;SONAR CAMEL AC 60X60;m2;FP;1;1;01/11/2019;30/12/2050;8042396;SONAR CAMEL 59X59;FP;m2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042388;AKIRA OXIDO AC 60X60;m2;FP;1;1;01/11/2019;30/12/2050;8042397;AKIRA OXIDO AC 59X59;FP;m2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042389;QUADRA CIMENTO AC 60X60;M2;FP;1;1;01/11/2019;30/12/2050;8042398;QUADRA CIMENTO AC 59X59;FP;M2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042390;KYOTO CINZA AC 60X60;M2;FP;1;1;01/11/2019;30/12/2050;8042399;KYOTO CINZA AC 59X59;FP;M2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042391;TRAPEZ GRAFITE AC 60X60;m2;FP;1;1;01/11/2019;30/12/2050;8042400;TRAPEZ GRAFITE AC 59X59;FP;m2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042392;MOTRIZ CINZA AC 60x60;m2;FP;1;1;01/11/2019;30/12/2050;8042401;MOTRIZ CINZA AC 59X59;FP;m2;6744567;EMB.PAP.OND.MICRO.59X59 THD PARDA ELIANE;;;;
8042393;BLOCK CIMENTO AC 60X60;M2;FP;1;1;01/11/2019;30/12/2050;8042402;BLOCK CIMENTO AC 59X59;FP;M2;6023908;EMB.PAP.OND.MICRO 59X59 PARDA;;;;
8042394;RIO CINZA AC 60X60;M2;FP;1;1;01/11/2019;30/12/2050;8042403;RIO CINZA AC 59X59;FP;M2;6023916;EMB.PAP.OND.MICRO 59X59 BRANCA DECORTILE;;;;
8042395;RIO BEGE AC 60X60;M2;FP;1;1;01/11/2019;30/12/2050;8042404;RIO BEGE AC 59X59;FP;M2;6023916;EMB.PAP.OND.MICRO 59X59 BRANCA DECORTILE;;;;
8042396;SONAR CAMEL 59X59;m2;FP;1;0;01/10/2022;30/12/2050;8050336;BOARD SONAR CAMEL 59X59;FP;pc;;;;;;
8042405;FUNDO DOLMEN CINZA AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042421;DOLMEN CINZA AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042406;FUNDO ONIX CRISTALLO AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042422;ONIX CRISTALLO AC 59x118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042407;FUNDO ISEO GRIGIO AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042423;ISEO GRIGIO AC 59x118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042408;FUNDO VENUS CINZA AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042424;VENUS CINZA AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042409;FUNDO VENUS BEGE AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042425;VENUS BEGE AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042410;FUNDO CODE CONCRETO AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042426;CODE CONCRETO AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042411;FUNDO MUNARI GEO CIMENTO AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042427;MUNARI GEO CIMENTO AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042412;FUNDO BOTANICA CAMEL MA 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042428;BOTANICA CAMEL MA 19,4x118,2;FP;m2;5983657;EMB.PAP.OND.20X120 PORCELANATO DECORTILE;;;;
8042412;FUNDO BOTANICA CAMEL MA 60X120;M2;FP;1;1;01/12/2019;30/12/2050;8043245;BOTANICA CAMEL MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042413;FUNDO BOTANICA CANELA MA 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042429;BOTANICA CANELA MA 19,4x118,2;FP;m2;5983657;EMB.PAP.OND.20X120 PORCELANATO DECORTILE;;;;
8042413;FUNDO BOTANICA CANELA MA 60X120;M2;FP;1;1;01/12/2019;30/12/2050;8043246;BOTANICA CANELA MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042414;FUNDO BAMBOO CANELADO LIGHT MA 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042430;BAMBOO CANELADO LIGHT MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042415;FUNDO URBE BRISE CONCRETO MA 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042431;URBE BRISE CONCRETO MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042416;FUNDO CAIS AC 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042432;CAIS AC 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042417;FUNDO CAIS TRAMA AC 60X120;M2;FP;1;1;01/11/2019;30/12/2050;8042433;CAIS TRAMA AC 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042418;FUNDO URBE CONCRETO MA 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042434;URBE CONCRETO MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042419;FUNDO MUBE CIMENTO MA 60X120;M2;FP;1;1;02/01/2020;30/12/2050;8042435;MUBE CIMENTO MA 19,4x118,2;FP;m2;5983657;EMB.PAP.OND.20X120 PORCELANATO DECORTILE;;;;
8042419;FUNDO MUBE CIMENTO MA 60X120;M2;FP;1;1;01/11/2020;30/12/2050;8045115;FUNDO MUBE CIMENTO MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042420;FUNDO MUBE CONCRETO MA 60X120;M2;FP;1;1;02/01/2020;30/12/2050;8042436;MUBE CONCRETO MA 19,4x118,2;FP;m2;5983657;EMB.PAP.OND.20X120 PORCELANATO DECORTILE;;;;
8042420;FUNDO MUBE CONCRETO MA 60X120;M2;FP;1;1;01/11/2020;30/12/2050;8045116;FUNDO MUBE CONCRETO MA 59X118,2;FP;m2;6001408;EMB.PAP.OND.59X118 BRANCA 02PC 11MM;;;;
8042420;FUNDO MUBE CONCRETO MA 60X120;M2;FP;4;1;01/07/2021;30/12/2050;8046129;FUNDO MUBE CIMENTO MA 61X121,2;FP;M2;;;;;;
8042423;ISEO GRIGIO AC 59x118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043264;AMOSTRA ISEO GRIGIO AC;FP;pc;;;;;;
8042427;MUNARI GEO CIMENTO AC 59X118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043267;AMOSTRA MUNARI GEO CIMENTO AC;FP;pc;;;;;;
8042430;BAMBOO CANELADO LIGHT MA 59X118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043269;AMOSTRA BAMBOO CANELADO LIGHT MA;FP;pc;;;;;;
8042431;URBE BRISE CONCRETO MA 59X118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043270;AMOSTRA URBE BRISE CONCRETO MA;FP;pc;;;;;;
8042434;URBE CONCRETO MA 59X118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043273;AMOSTRA URBE CONCRETO MA;FP;pc;;;;;;
8042441;CRYSTAL QUARTZ PO 91X91;m2;PL;2;1;02/08/2021;30/12/2050;8042446;CRYSTAL QUARTZ PO 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042441;CRYSTAL QUARTZ PO 91X91;m2;PL;2;1;01/07/2021;30/12/2050;8045581;CRYSTAL QUARTZ PO 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042442;CIELO PO 91X91;m2;PL;1;1;02/03/2021;30/12/2050;8042447;CIELO PO 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042442;CIELO PO 91X91;m2;PL;1;1;05/10/2022;30/12/2050;8045579;CIELO PO 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042443;BLAZE GRAY PO 91X91;m2;PL;1;1;02/09/2020;30/12/2050;8042448;BLAZE GRAY PO 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042443;BLAZE GRAY PO 91X91;m2;PL;1;1;05/10/2022;30/12/2050;8045576;BLAZE GRAY PO 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042444;PEROLA POL 91X91;m2;PL;1;1;02/09/2020;30/12/2050;8042449;PEROLA POL 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042444;PEROLA POL 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045590;PEROLA POL 90X90;FP;m2;;;;;;
8042445;LIMESTONE AREIA POL 91X91;m2;PL;1;1;02/09/2020;30/12/2050;8042450;LIMESTONE AREIA POL 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042445;LIMESTONE AREIA POL 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045584;LIMESTONE AREIA POL 90X90;FP;m2;;;;;;
8042446;CRYSTAL QUARTZ PO 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043291;AMOSTRA CRYSTAL QUARTZO PO;FP;pc;;;;;;
8042447;CIELO PO 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043292;AMOSTRA CIELO PO;FP;pc;;;;;;
8042450;LIMESTONE AREIA POL 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043301;AMOSTRA LIMESTONE AREIA POL;FP;pc;;;;;;
8042451;DOLMEN CINZA AC 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042472;DOLMEN CINZA AC 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042452;DOLMEN CINZA EXT 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042473;DOLMEN CINZA EXT 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042453;DOLMEN BEGE AC 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042474;DOLMEN BEGE AC 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042454;DOLMEN BEGE EXT 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042475;DOLMEN BEGE EXT 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042455;DOLMEN MARROM AC 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042476;DOLMEN MARROM AC 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042456;DOLMEN MARROM EXT 91X91;m2;FP;1;1;01/09/2019;30/12/2050;8042477;DOLMEN MARROM EXT 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042457;ISEO GRIGIO AC 91X91;m2;PL;1;1;16/12/2020;30/12/2050;8042478;ISEO GRIGIO AC 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042457;ISEO GRIGIO AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045549;ISEO GRIGIO AC 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042458;ISEO GRIGIO EXT 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042479;ISEO GRIGIO EXT 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042458;ISEO GRIGIO EXT 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045550;ISEO GRIGIO EXT 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042458;ISEO GRIGIO EXT 91X91;m2;PL;46;0;01/05/2021;30/12/2050;8050421;BORDA ISEO GRIGIO EXT 30X90;FP;pc;;;;;;
8042459;BRERA TERRA AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042480;BRERA TERRA AC 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042459;BRERA TERRA AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045530;BRERA TERRA AC 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042460;BRERA TERRA EXT 91X91;m2;FP;2;1;01/09/2019;30/12/2050;8042481;BRERA TERRA EXT 90X90;FP;m2;6018459;EMB.PAP.OND.MICRO 90X90 PARDA;;;;
8042461;BRERA MAR AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042482;BRERA MAR AC 90X90;FP;m2;6587470;EMB.PAP.MICRO.90X90 PARDA ELIANE(ABA 70;;;;
8042461;BRERA MAR AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045529;BRERA MAR AC 90X90;FP;m2;6705804;EMB.PAP.MICRO.90X90 ELIANE PARDA;;;;
8042462;NEOLITIC GRAFITE AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042467;NEOLITIC GRAFITE AC 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042462;NEOLITIC GRAFITE AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045564;NEOLITIC GRAFITE AC 90X90;FP;m2;6705936;EMB.PAP.MICRO.90X90 DECORTILES BRANCA;;;;
8042463;NEOLITIC CINZA AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042468;NEOLITIC CINZA AC 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042463;NEOLITIC CINZA AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045562;NEOLITIC CINZA AC 90X90;FP;m2;6705936;EMB.PAP.MICRO.90X90 DECORTILES BRANCA;;;;
8042464;NEOLITIC COBRE AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042469;NEOLITIC COBRE AC 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042464;NEOLITIC COBRE AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045563;NEOLITIC COBRE AC 90X90;FP;m2;6705936;EMB.PAP.MICRO.90X90 DECORTILES BRANCA;;;;
8042465;PALEO AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042470;PALEO AC 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042465;PALEO AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045565;PALEO AC 90X90;FP;m2;6705936;EMB.PAP.MICRO.90X90 DECORTILES BRANCA;;;;
8042466;LIMESTONE AREIA AC 91X91;m2;PL;1;1;01/10/2019;30/12/2050;8042471;LIMESTONE AREIA AC 90X90;FP;m2;6587488;EMB.PAP.MICRO.90X90 BRANCA DECORTILES;;;;
8042466;LIMESTONE AREIA AC 91X91;m2;PL;1;1;01/05/2021;30/12/2050;8045551;LIMESTONE AREIA AC 90X90;FP;m2;6705936;EMB.PAP.MICRO.90X90 DECORTILES BRANCA;;;;
8042471;LIMESTONE AREIA AC 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043299;AMOSTRA LIMESTONE AREIA AC;FP;pc;;;;;;
8042473;DOLMEN CINZA EXT 90X90;m2;FP;3;0;01/06/2026;30/12/2050;8071385;BORDA DOLMEN CINZA EXT 2,5X90;LB;pc;6925303;EMB.PAP.OND.BORDA.PGL.2,5X90;;;;
8042474;DOLMEN BEGE AC 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043280;AMOSTRA DOLMEN BEGE AC;FP;pc;;;;;;
8042475;DOLMEN BEGE EXT 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043281;AMOSTRA DOLMEN BEGE EXT;FP;pc;;;;;;
8042476;DOLMEN MARROM AC 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043282;AMOSTRA DOLMEN MARROM AC;FP;pc;;;;;;
8042477;DOLMEN MARROM EXT 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043283;AMOSTRA DOLMEN MARROM EXT;FP;pc;;;;;;
8042478;ISEO GRIGIO AC 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043288;AMOSTRA ISEO GRIGIO AC;FP;pc;;;;;;
8042479;ISEO GRIGIO EXT 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043289;AMOSTRA ISEO GRIGIO EXT;FP;pc;;;;;;
8042481;BRERA TERRA EXT 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043285;AMOSTRA BRERA TERRA EXT;FP;pc;;;;;;
8042482;BRERA MAR AC 90X90;m2;FP;1;0;01/12/2019;30/12/2050;8043290;AMOSTRA BRERA MAR AC;FP;pc;;;;;;
8042483;FUNDO FOSSILE AC 60X120;M2;FP;1;1;01/10/2019;30/12/2050;8042484;FOSSILE AC 59X118,2;FP;m2;6001394;EMB.PAP.OND.59X118 PARDA 02PC 11MM;;;;
8042484;FOSSILE AC 59X118,2;m2;FP;1;0;01/12/2019;30/12/2050;8043268;AMOSTRA FOSSILE AC;FP;pc;;;;;;
8042486;FUNDO KIT OPERA PEROLA AC 1 60x60;pc;FP;1;0;01/10/2019;30/12/2050;8042590;KIT OPERA 2 PEROLA AC 60X60;FP;pc;6107974;EMB.PAP.OND.3Q.60X60 BRANCA DECORTILES;;;;
8042487;FUNDO KIT OPERA PEROLA AC 2 60x60;pc;FP;2;0;01/10/2019;30/12/2050;8042590;KIT OPERA 2 PEROLA AC 60X60;FP;pc;6107974;EMB.PAP.OND.3Q.60X60 BRANCA DECORTILES;;;;
8042488;FUNDO KIT OPERA PRETO AC 1 60x60;pc;FP;1;0;01/10/2019;30/12/2050;8042591;KIT OPERA 2 PRETO AC 60X60;FP;pc;6107974;EMB.PAP.OND.3Q.60X60 BRANCA DECORTILES;;;;
8042489;FUNDO KIT OPERA PRETO AC 2 60x60;pc;FP;2;0;01/10/2019;30/12/2050;8042591;KIT OPERA 2 PRETO AC 60X60;FP;pc;6107974;EMB.PAP.OND.3Q.60X60 BRANCA DECORTILES;;;;
8042490;FUNDO PATCH ERVA BRANCO AC 1 29X29;pc;FP;1;0;01/10/2019;30/12/2050;8042535;PATCH ERVA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042491;FUNDO PATCH ERVA BRANCO AC 2 29X29;pc;FP;2;0;01/10/2019;30/12/2050;8042535;PATCH ERVA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042492;FUNDO PATCH ERVA BRANCO AC 3 29X29;pc;FP;3;0;01/10/2019;30/12/2050;8042535;PATCH ERVA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042493;FUNDO PATCH ERVA PRETO AC 1 29X29;pc;FP;1;0;01/10/2019;30/12/2050;8042536;PATCH ERVA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042494;FUNDO PATCH ERVA PRETO AC 2 29X29;pc;FP;2;0;01/10/2019;30/12/2050;8042536;PATCH ERVA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042495;FUNDO PATCH ERVA PRETO AC 3 29X29;pc;FP;3;0;01/10/2019;30/12/2050;8042536;PATCH ERVA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042496;FUNDO PATCH ERVA CINZA AC 1 29X29;pc;FP;1;0;01/10/2019;30/12/2050;8042537;PATCH ERVA CINZA AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042497;FUNDO PATCH ERVA CINZA AC 2 29X29;pc;FP;2;0;01/10/2019;30/12/2050;8042537;PATCH ERVA CINZA AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042498;FUNDO PATCH ERVA CINZA AC 3 29X29;pc;FP;3;0;01/10/2019;30/12/2050;8042537;PATCH ERVA CINZA AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042499;FUNDO PATCH ERVA BEGE AC 1 29X29;pc;FP;1;0;01/10/2019;30/12/2050;8042538;PATCH ERVA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042500;FUNDO PATCH ERVA BEGE AC 2 29X29;pc;FP;2;0;01/10/2019;30/12/2050;8042538;PATCH ERVA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042501;FUNDO PATCH ERVA BEGE AC 3 29X29;pc;FP;3;0;01/10/2019;30/12/2050;8042538;PATCH ERVA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042502;FUNDO PATCH TRAMA BRANCO AC 29X29 1;pc;FP;1;0;01/10/2019;30/12/2050;8042539;PATCH TRAMA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042503;FUNDO PATCH TRAMA BRANCO AC 29X29 2;pc;FP;2;0;01/10/2019;30/12/2050;8042539;PATCH TRAMA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042504;FUNDO PATCH TRAMA BRANCO AC 29X29 3;pc;FP;3;0;01/10/2019;30/12/2050;8042539;PATCH TRAMA BRANCO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042505;FUNDO PATCH TRAMA PRETO AC 29X29 1;pc;FP;1;0;01/10/2019;30/12/2050;8042540;PATCH TRAMA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042506;FUNDO PATCH TRAMA PRETO AC 29X29 2;pc;FP;2;0;01/10/2019;30/12/2050;8042540;PATCH TRAMA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042507;FUNDO PATCH TRAMA PRETO AC 29X29 3;pc;FP;3;0;01/10/2019;30/12/2050;8042540;PATCH TRAMA PRETO AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042508;FUNDO PATCH TRAMA BEGE AC 29X29 1;pc;FP;1;0;01/10/2019;30/12/2050;8042541;PATCH TRAMA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042509;FUNDO PATCH TRAMA BEGE AC 29X29 2;pc;FP;2;0;01/10/2019;30/12/2050;8042541;PATCH TRAMA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042510;FUNDO PATCH TRAMA BEGE AC 29X29 3;pc;FP;3;0;01/10/2019;30/12/2050;8042541;PATCH TRAMA BEGE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042511;FUNDO PATCH SABARA VERDE AC 29X29 1;pc;FP;1;0;01/10/2019;30/12/2050;8042542;PATCH SABARA VERDE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042512;FUNDO PATCH SABARA VERDE AC 29X29 2;pc;FP;2;0;01/10/2019;30/12/2050;8042542;PATCH SABARA VERDE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042513;FUNDO PATCH SABARA VERDE AC 29X29 3;pc;FP;3;0;01/10/2019;30/12/2050;8042542;PATCH SABARA VERDE AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042514;FUNDO PATCH SABARA AZUL AC 29X29 1;pc;FP;1;0;01/10/2019;30/12/2050;8042543;PATCH SABARA AZUL AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042515;FUNDO PATCH SABARA AZUL AC 29X29 2;pc;FP;2;0;01/10/2019;30/12/2050;8042543;PATCH SABARA AZUL AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
8042516;FUNDO PATCH SABARA AZUL AC 29X29 3;pc;FP;3;0;01/10/2019;30/12/2050;8042543;PATCH SABARA AZUL AC 29X29;FP;pc;6058841;EMB.PAP.OND.3Q.29X29 BRANCA DECORTILES;;;;
