Item Fundo;Descricao;Med;Sit;Seq;Seq Alt;Dt ini val;Dt fim val;Item;Desc;Sit;Med;Emb;Desc.Emb;;;;
210188;SELENE PLUS BONE;m2;FP;2;0;13/04/1999;30/12/2050;1002635;PL. SERIE SELENE PLUS;FP;pc;;;;;;
210188;SELENE PLUS BONE;m2;FP;1;0;17/06/1998;30/12/2050;1013009;PAINEL AZ2030/011;FP;pc;;;;;;
210188;SELENE PLUS BONE;m2;FP;3;0;23/07/1998;30/12/2050;1020080;AZ2030/036;FP;pc;;;;;;
210188;SELENE PLUS BONE;m2;FP;2;0;02/12/2002;30/12/2050;1036459;PL. SERIE SELENE PLUS BONE/GRAY C/DECOR;FP;PC;;;;;;
210293;PARADISO CHAMPAGNE;m2;FP;20;0;21/08/1997;30/12/2050;939382;JETSKY 08/97;FP;pc;;;;;;
210293;PARADISO CHAMPAGNE;m2;FP;2;0;10/06/1998;30/12/2050;1009796;PAINEL AZ2533/057;FP;pc;;;;;;
210307;SELENE WHITE;m2;FP;20;0;10/05/2002;30/12/2050;959081;SANTA PAULINA 20X30;FP;pc;;;;;;
210447;F 59.010;m2;FP;20;0;01/01/1992;30/12/2050;916056;ARIES BEIGE;FP;pc;;;;;;
210447;F 59.010;m2;FP;20;0;01/01/1992;30/12/2050;916080;PIRGUS BEIGE;FP;pc;;;;;;
210447;F 59.010;m2;FP;20;0;01/01/1992;30/12/2050;916129;LAMIA BEIGE;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916480;DRACO GRAY;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916498;DRACO GREEN;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916501;DRACO BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916510;SERPENS BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916528;SERPENS GREEN;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916536;SERPENS GRAY;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;916749;ANTLIA BLUE;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;01/01/1992;30/12/2050;916803;LISTELLO 10X20 DIV.REF.3.QUEIMA;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;01/01/1992;30/12/2050;916986;VIRGO LILAC S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;01/01/1992;30/12/2050;916994;VIRGO GREEN S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917060;CETUS GREEN S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917079;CETUS GRAY S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917125;RIGEL BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917133;RIGEL GOLD;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917141;ANTLIA GREEN;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;07/10/1994;30/12/2050;917150;ANTLIA BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917176;POLLUX BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917184;POLLUX GOLD;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917192;POLLUX LILAC;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917265;PROCYON BORDEAUX S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917273;PROCYON GREEN S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917281;PROCYON GRAY S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917338;PROCYON GRAY;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917346;PROCYON GREEN;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917354;PROCYON BORDEAUX;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917389;POLLUX BORDEAUX S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917397;POLLUX GOLD S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;917400;POLLUX LILAC S;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;924105;ROSS 300 GOLD;FP;pc;;;;;;
210447;F 59.010;m2;FP;10;0;06/10/1994;30/12/2050;924245;ROSS 300 GOLD S;FP;pc;;;;;;
210471;F 49.010;m2;FP;10;0;21/08/1997;30/12/2050;939366;ORACAO COOPERSULCA;FP;m2;;;;;;
210480;F 49.030;m2;FP;10;0;01/01/1992;30/12/2050;916153;YALE BEIGE;FP;pc;;;;;;
210480;F 49.030;m2;FP;10;0;01/01/1992;30/12/2050;916200;LUPUS BEIGE;FP;pc;;;;;;
210480;F 49.030;m2;FP;10;0;01/01/1993;30/12/2050;919314;LITHOS PEACH;FP;pc;;;;;;
210480;F 49.030;m2;FP;20;0;20/08/1998;30/12/2050;943533;ORACAO INSS/1998;FP;pc;;;;;;
210498;F 49.020;m2;FP;20;0;01/06/1998;30/12/2050;941980;SUPER CROSS /98;FP;pc;;;;;;
210498;F 49.020;m2;FP;20;0;15/06/1998;30/12/2050;942006;28o. RINCAO SURF;FP;pc;;;;;;
210498;F 49.020;m2;FP;10;0;23/06/1998;30/12/2050;942022;DESTAQUE VENDAS MAI/98;FP;pc;;;;;;
210498;F 49.020;m2;FP;20;0;02/10/1998;30/12/2050;943665;QUERMESSE (ETNIA NEGRA)/1998;FP;pc;;;;;;
210501;WHITE;m2;FP;20;0;20/09/2000;30/12/2050;949035;CALENDARIO JARVIS 2001;FP;pc;;;;;;
210528;LOUVRE ICE;m2;FP;3;0;24/04/1997;30/12/2050;1005693;PL. LOUVRE PINK/ICE - EXPORT;FP;pc;;;;;;
210552;LOUVRE IVORY;m2;FP;3;0;24/04/1997;30/12/2050;1005677;PL. LOUVRE IVORY/GREEN/BEIGE - M.I.;FP;pc;;;;;;
210552;LOUVRE IVORY;m2;FP;3;0;24/04/1997;30/12/2050;1005707;PL. LOUVRE GREEN/IVORY - EXPORT;FP;pc;;;;;;
210552;LOUVRE IVORY;m2;FP;3;0;24/04/1997;30/12/2050;1005715;PL. LOUVRE BEIGE/IVORY - EXPORT;FP;pc;;;;;;
210579;LOUVRE BEIGE;m2;FP;1;0;24/04/1997;30/12/2050;1005677;PL. LOUVRE IVORY/GREEN/BEIGE - M.I.;FP;pc;;;;;;
210595;TEPIS BEIGE MATTE;m2;FP;2;0;24/04/1997;30/12/2050;1005650;PL. TEPIS MATTE COM LIS;FP;pc;;;;;;
210595;TEPIS BEIGE MATTE;m2;FP;2;0;23/06/1998;30/12/2050;1019520;PAINEL AZ2025/063;FP;pc;;;;;;
210595;TEPIS BEIGE MATTE;m2;FP;8;0;27/07/1998;30/12/2050;1020099;AZ2025/064;FP;pc;;;;;;
210609;MAGMA CRISTAL 25;m2;FP;1;0;18/06/1998;30/12/2050;1016067;PAINEL AZ2025/040;FP;pc;;;;;;
210617;MAGMA QUARTZO 25;m2;FP;1;0;18/06/1998;30/12/2050;1016075;PAINEL AZ2025/041;FP;pc;;;;;;
210625;MAGMA AGATA 25;m2;FP;1;0;18/06/1998;30/12/2050;1016059;PAINEL AZ2025/039;FP;pc;;;;;;
210633;TEPIS BEIGE;m2;FP;2;0;24/04/1997;30/12/2050;1005642;PL. TEPIS BEIGE/GRAY C/ LIS.;FP;pc;;;;;;
210641;TEPIS GRAY;m2;FP;3;0;23/06/1998;30/12/2050;1019511;PAINEL AZ2025/062;FP;pc;;;;;;
210641;TEPIS GRAY;m2;FP;6;0;27/07/1998;30/12/2050;1020099;AZ2025/064;FP;pc;;;;;;
210676;GLAMOUR ICE;m2;FP;1;0;27/07/1998;30/12/2050;1020110;AZ2025/066;FP;pc;;;;;;
210684;GLAMOUR BLUE;m2;FP;10;0;27/07/1998;30/12/2050;1020102;AZ2025/065;FP;pc;;;;;;
210730;37.010/F;m2;FP;10;0;18/06/1997;30/12/2050;210919;37.010 CJ;FP;m2;;;;;;
210730;37.010/F;m2;FP;3;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210749;37.015/F;m2;FP;10;0;18/06/1997;30/12/2050;210943;37.015 CJ;FP;m2;;;;;;
210749;37.015/F;m2;FP;6;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210757;37.020/F;m2;FP;10;0;18/06/1997;30/12/2050;210978;37.020 CJ;FP;m2;;;;;;
210757;37.020/F;m2;FP;6;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210765;37.025/F;m2;FP;10;0;17/06/1997;30/12/2050;210820;37.025 CJ;FP;m2;;;;;;
210765;37.025/F;m2;FP;1;0;18/06/1998;30/12/2050;1014749;PAINEL AZ2020/100;FP;pc;;;;;;
210765;37.025/F;m2;FP;22;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210773;37.030/F;m2;FP;10;0;17/06/1997;30/12/2050;210854;37.030 CJ;FP;m2;;;;;;
210773;37.030/F;m2;FP;1;0;18/06/1998;30/12/2050;1014722;PAINEL AZ2020/098;FP;pc;;;;;;
210773;37.030/F;m2;FP;9;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210781;37.035/F;m2;FP;10;0;17/06/1997;30/12/2050;210889;37.035 CJ;FP;m2;;;;;;
210781;37.035/F;m2;FP;1;0;18/06/1998;30/12/2050;1014625;PAINEL AZ2020/088;FP;pc;;;;;;
210781;37.035/F;m2;FP;1;0;18/06/1998;30/12/2050;1014684;PAINEL AZ2020/094;FP;pc;;;;;;
210781;37.035/F;m2;FP;1;0;18/06/1998;30/12/2050;1014706;PAINEL AZ2020/096;FP;pc;;;;;;
210781;37.035/F;m2;FP;12;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210790;37.040/F;m2;FP;10;0;18/06/1997;30/12/2050;211001;37.040 CJ-1;FP;m2;;;;;;
210790;37.040/F;m2;FP;10;0;18/06/1997;30/12/2050;211095;37.040 CJ-2;FP;m2;;;;;;
210790;37.040/F;m2;FP;1;0;18/06/1998;30/12/2050;1014609;PAINEL AZ2020/086;FP;pc;;;;;;
210790;37.040/F;m2;FP;1;0;18/06/1998;30/12/2050;1014668;PAINEL AZ2020/092;FP;pc;;;;;;
210790;37.040/F;m2;FP;1;0;18/06/1998;30/12/2050;1014765;PAINEL AZ2020/102;FP;pc;;;;;;
210790;37.040/F;m2;FP;4;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
210790;37.040/F;m2;FP;5;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210803;37.045/F;m2;FP;10;0;18/06/1997;30/12/2050;211036;37.045 CJ-1;FP;m2;;;;;;
210803;37.045/F;m2;FP;10;0;18/06/1997;30/12/2050;211125;37.045 CJ-2;FP;m2;;;;;;
210803;37.045/F;m2;FP;10;0;18/06/1997;30/12/2050;211591;37.045 INSERT CJ-2;FP;m2;;;;;;
210803;37.045/F;m2;FP;5;0;18/06/1998;30/12/2050;1014293;PAINEL F-12 PISO;FP;pc;;;;;;
210803;37.045/F;m2;FP;1;0;18/06/1998;30/12/2050;1014587;PAINEL AZ2020/084;FP;pc;;;;;;
210803;37.045/F;m2;FP;1;0;18/06/1998;30/12/2050;1014641;PAINEL AZ2020/090;FP;pc;;;;;;
210803;37.045/F;m2;FP;17;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210811;37.050/F;m2;FP;10;0;18/06/1997;30/12/2050;211060;37.050 CJ-1;FP;m2;;;;;;
210811;37.050/F;m2;FP;10;0;18/06/1997;30/12/2050;211150;37.050 CJ-2;FP;m2;;;;;;
210811;37.050/F;m2;FP;15;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210811;37.050/F;m2;FP;10;0;29/10/1999;30/12/2050;1029070;PAINEL ILLUSIONE 600;FP;pc;;;;;;
210811;37.050/F;m2;FP;12;0;29/10/1999;30/12/2050;1030264;PAINEL MUNDIAL(INDICO);FP;pc;;;;;;
210838;37.025/B;pc;FP;20;0;17/06/1997;30/12/2050;210820;37.025 CJ;FP;m2;;;;;;
210838;37.025/B;pc;FP;2;0;23/07/1997;30/12/2050;1006940;PL. 37025;FP;pc;;;;;;
210838;37.025/B;pc;FP;18;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210838;37.025/B;pc;FP;13;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210846;37.025/I;pc;FP;30;0;17/06/1997;30/12/2050;210820;37.025 CJ;FP;m2;;;;;;
210862;37.030/B;pc;FP;20;0;17/06/1997;30/12/2050;210854;37.030 CJ;FP;m2;;;;;;
210862;37.030/B;pc;FP;2;0;23/07/1997;30/12/2050;1006959;PL. 37030;FP;pc;;;;;;
210862;37.030/B;pc;FP;7;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210862;37.030/B;pc;FP;7;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210870;37.030/I;pc;FP;30;0;17/06/1997;30/12/2050;210854;37.030 CJ;FP;m2;;;;;;
210897;37.035/B;pc;FP;20;0;17/06/1997;30/12/2050;210889;37.035 CJ;FP;m2;;;;;;
210897;37.035/B;pc;FP;2;0;23/07/1997;30/12/2050;1006967;PL. 37035;FP;pc;;;;;;
210897;37.035/B;pc;FP;8;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210897;37.035/B;pc;FP;16;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210900;37.035/I;pc;FP;30;0;17/06/1997;30/12/2050;210889;37.035 CJ;FP;m2;;;;;;
210927;37.010/B;pc;FP;20;0;18/06/1997;30/12/2050;210919;37.010 CJ;FP;m2;;;;;;
210927;37.010/B;pc;FP;3;0;23/07/1997;30/12/2050;1006916;PL. 37010 CJ;FP;pc;;;;;;
210927;37.010/B;pc;FP;1;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210927;37.010/B;pc;FP;1;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210935;37.010/I;pc;FP;30;0;18/06/1997;30/12/2050;210919;37.010 CJ;FP;m2;;;;;;
210951;37.015/B;pc;FP;20;0;18/06/1997;30/12/2050;210943;37.015 CJ;FP;m2;;;;;;
210951;37.015/B;pc;FP;3;0;23/07/1997;30/12/2050;1006924;PL. 37015 CJ;FP;pc;;;;;;
210951;37.015/B;pc;FP;2;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210951;37.015/B;pc;FP;10;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210960;37.015/I;pc;FP;30;0;18/06/1997;30/12/2050;210943;37.015 CJ;FP;m2;;;;;;
210986;37.020/B;pc;FP;20;0;18/06/1997;30/12/2050;210978;37.020 CJ;FP;m2;;;;;;
210986;37.020/B;pc;FP;3;0;23/07/1997;30/12/2050;1006932;PL. 37020;FP;pc;;;;;;
210986;37.020/B;pc;FP;19;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
210986;37.020/B;pc;FP;4;0;09/02/1999;30/12/2050;1021311;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
210994;37.020/I;pc;FP;30;0;18/06/1997;30/12/2050;210978;37.020 CJ;FP;m2;;;;;;
211010;37.040/B-1;pc;FP;20;0;18/06/1997;30/12/2050;211001;37.040 CJ-1;FP;m2;;;;;;
211010;37.040/B-1;pc;FP;1;0;23/07/1997;30/12/2050;1006975;PL. 37040;FP;pc;;;;;;
211010;37.040/B-1;pc;FP;1;0;18/06/1998;30/12/2050;1014293;PAINEL F-12 PISO;FP;pc;;;;;;
211010;37.040/B-1;pc;FP;25;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211028;37.040/I-1;pc;FP;30;0;18/06/1997;30/12/2050;211001;37.040 CJ-1;FP;m2;;;;;;
211028;37.040/I-1;pc;FP;2;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211044;37.045/B-1;pc;FP;20;0;18/06/1997;30/12/2050;211036;37.045 CJ-1;FP;m2;;;;;;
211044;37.045/B-1;pc;FP;2;0;23/07/1997;30/12/2050;1006991;PL. 37045;FP;pc;;;;;;
211044;37.045/B-1;pc;FP;4;0;18/06/1998;30/12/2050;1014293;PAINEL F-12 PISO;FP;pc;;;;;;
211044;37.045/B-1;pc;FP;13;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211052;37.045/I-1;pc;FP;30;0;18/06/1997;30/12/2050;211036;37.045 CJ-1;FP;m2;;;;;;
211052;37.045/I-1;pc;FP;7;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211079;37.050/B-1;pc;FP;20;0;18/06/1997;30/12/2050;211060;37.050 CJ-1;FP;m2;;;;;;
211079;37.050/B-1;pc;FP;1;0;23/07/1997;30/12/2050;1007017;PL. 37050;FP;pc;;;;;;
211079;37.050/B-1;pc;FP;7;0;18/06/1998;30/12/2050;1014293;PAINEL F-12 PISO;FP;pc;;;;;;
211079;37.050/B-1;pc;FP;30;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211087;37.050/I-1;pc;FP;30;0;18/06/1997;30/12/2050;211060;37.050 CJ-1;FP;m2;;;;;;
211087;37.050/I-1;pc;FP;12;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211109;37.040/B-2;pc;FP;20;0;18/06/1997;30/12/2050;211095;37.040 CJ-2;FP;m2;;;;;;
211109;37.040/B-2;pc;FP;2;0;23/07/1997;30/12/2050;1006983;PL. 37040;FP;pc;;;;;;
211109;37.040/B-2;pc;FP;24;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211117;37.040/I-2;pc;FP;30;0;18/06/1997;30/12/2050;211095;37.040 CJ-2;FP;m2;;;;;;
211117;37.040/I-2;pc;FP;4;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211133;37.045/B-2;pc;FP;20;0;18/06/1997;30/12/2050;211125;37.045 CJ-2;FP;m2;;;;;;
211133;37.045/B-2;pc;FP;2;0;23/07/1997;30/12/2050;1007009;PL. 37045;FP;pc;;;;;;
211133;37.045/B-2;pc;FP;14;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211141;37.045/I-2;pc;FP;30;0;18/06/1997;30/12/2050;211125;37.045 CJ-2;FP;m2;;;;;;
211141;37.045/I-2;pc;FP;30;0;18/06/1997;30/12/2050;211591;37.045 INSERT CJ-2;FP;m2;;;;;;
211141;37.045/I-2;pc;FP;9;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211168;37.050/B-2;pc;FP;20;0;18/06/1997;30/12/2050;211150;37.050 CJ-2;FP;m2;;;;;;
211168;37.050/B-2;pc;FP;1;0;23/07/1997;30/12/2050;1007025;PL. 37050;FP;pc;;;;;;
211168;37.050/B-2;pc;FP;29;0;27/07/1998;30/12/2050;1020153;AZ2020/106;FP;pc;;;;;;
211176;37.050/I-2;pc;FP;30;0;18/06/1997;30/12/2050;211150;37.050 CJ-2;FP;m2;;;;;;
211176;37.050/I-2;pc;FP;14;0;09/02/1999;30/12/2050;1021320;PAINEL MUNDIAL 20X20;FP;pc;;;;;;
211184;SOFT WHITE;m2;FP;10;0;16/10/1997;30/12/2050;939633;VII FETEC C.M.G;FP;m2;;;;;;
211184;SOFT WHITE;m2;FP;20;0;05/12/1997;30/12/2050;939927;BAIRRO DA JUVENTUDE;FP;m2;;;;;;
211184;SOFT WHITE;m2;FP;20;0;16/01/1998;30/12/2050;940925;JETSKI 1998;FP;m2;;;;;;
211184;SOFT WHITE;m2;FP;20;0;30/04/1998;30/12/2050;941450;DESTAQUE VENDAS MAR/98;FP;pc;;;;;;
211184;SOFT WHITE;m2;FP;20;0;22/07/1998;30/12/2050;942570;CORPO DE BOMBEIROS - 1998;FP;pc;;;;;;
211184;SOFT WHITE;m2;FP;20;0;26/08/1998;30/12/2050;943592;FAMILIA BURIGO/1998;FP;pc;;;;;;
211222;ATLANTICO L-40 GRAY;pc;FP;18;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211249;ATLANTICO L-50 WHITE;pc;FP;3;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211249;ATLANTICO L-50 WHITE;pc;FP;21;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211249;ATLANTICO L-50 WHITE;pc;FP;22;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211265;ATLANTICO L-50 SALMON;pc;FP;2;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211265;ATLANTICO L-50 SALMON;pc;FP;3;0;18/06/1998;30/12/2050;1014676;PAINEL AZ2020/093;FP;pc;;;;;;
211265;ATLANTICO L-50 SALMON;pc;FP;20;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211265;ATLANTICO L-50 SALMON;pc;FP;21;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211273;ATLANTICO L-60 BEIGE;pc;FP;3;0;18/06/1998;30/12/2050;1014692;PAINEL AZ2020/095;FP;pc;;;;;;
211281;ATLANTICO L-60 BLUE;pc;FP;5;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211281;ATLANTICO L-60 BLUE;pc;FP;23;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211281;ATLANTICO L-60 BLUE;pc;FP;8;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211290;ATLANTICO L-60 GRAY;pc;FP;3;0;18/06/1998;30/12/2050;1014714;PAINEL AZ2020/097;FP;pc;;;;;;
211303;ATLANTICO L-30 WHITE;pc;FP;9;0;22/08/1997;30/12/2050;1007246;PL. ATLANTICO 10/20/30;FP;pc;;;;;;
211303;ATLANTICO L-30 WHITE;pc;FP;3;0;18/06/1998;30/12/2050;1014595;PAINEL AZ2020/085;FP;pc;;;;;;
211303;ATLANTICO L-30 WHITE;pc;FP;18;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211303;ATLANTICO L-30 WHITE;pc;FP;16;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211311;ATLANTICO L-30 BEIGE;pc;FP;3;0;18/06/1998;30/12/2050;1014579;PAINEL AZ2020/083;FP;pc;;;;;;
211320;ATLANTICO L-30 GRAY;pc;FP;8;0;22/08/1997;30/12/2050;1007246;PL. ATLANTICO 10/20/30;FP;pc;;;;;;
211320;ATLANTICO L-30 GRAY;pc;FP;17;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211320;ATLANTICO L-30 GRAY;pc;FP;15;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
452076;SALMONE PO/40;m2;FP;0;0;01/01/2000;30/12/2050;452785;SALMONE LS PO/40;FP;pc;5109973;EMB.PAP.OND.9,9X40 PORCELLANATO ELIANE;;;;
452076;SALMONE PO/40;m2;FP;2;0;15/06/1998;30/12/2050;1012088;PAINEL GR4040/030;FP;pc;;;;;;
211338;ATLANTICO L-70 BEIGE;pc;FP;7;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211338;ATLANTICO L-70 BEIGE;pc;FP;3;0;18/06/1998;30/12/2050;1014730;PAINEL AZ2020/099;FP;pc;;;;;;
211346;ATLANTICO L-70 GRAY;pc;FP;26;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211346;ATLANTICO L-70 GRAY;pc;FP;26;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211354;ATLANTICO L-10 WHITE;pc;FP;3;0;18/06/1998;30/12/2050;1014650;PAINEL AZ2020/091;FP;pc;;;;;;
211362;ATLANTICO L-10 BEIGE;pc;FP;1;0;22/08/1997;30/12/2050;1007246;PL. ATLANTICO 10/20/30;FP;pc;;;;;;
211362;ATLANTICO L-10 BEIGE;pc;FP;3;0;18/06/1998;30/12/2050;1014633;PAINEL AZ2020/089;FP;pc;;;;;;
211362;ATLANTICO L-10 BEIGE;pc;FP;10;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211362;ATLANTICO L-10 BEIGE;pc;FP;9;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211389;ATLANTICO L-20 BEIGE;pc;FP;4;0;22/08/1997;30/12/2050;1007246;PL. ATLANTICO 10/20/30;FP;pc;;;;;;
211389;ATLANTICO L-20 BEIGE;pc;FP;13;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211389;ATLANTICO L-20 BEIGE;pc;FP;12;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211400;ATLANTICO L-20 BLUE;pc;FP;5;0;22/08/1997;30/12/2050;1007246;PL. ATLANTICO 10/20/30;FP;pc;;;;;;
211400;ATLANTICO L-20 BLUE;pc;FP;3;0;18/06/1998;30/12/2050;1014617;PAINEL AZ2020/087;FP;pc;;;;;;
211400;ATLANTICO L-20 BLUE;pc;FP;14;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211400;ATLANTICO L-20 BLUE;pc;FP;13;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211435;ATLANTICO L-80 BEIGE;pc;FP;9;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211443;ATLANTICO L-80 GRAY;pc;FP;3;0;18/06/1998;30/12/2050;1014757;PAINEL AZ2020/101;FP;pc;;;;;;
211443;ATLANTICO L-80 GRAY;pc;FP;28;0;08/07/1998;30/12/2050;1019619;PAINEL ES52065/001;FP;pc;;;;;;
211443;ATLANTICO L-80 GRAY;pc;FP;28;0;27/07/1998;30/12/2050;1020145;AZ2020/105;FP;pc;;;;;;
211451;ATLANTICO L-90 BEIGE;pc;FP;11;0;22/08/1997;30/12/2050;1007254;PL. ATLANTICO 50/60/70/80/90;FP;pc;;;;;;
211460;ATLANTICO L-90 GRAY;pc;FP;3;0;18/06/1998;30/12/2050;1014773;PAINEL AZ2020/103;FP;pc;;;;;;
